dataset,feature_space,run,seed,test_mae,test_rmse,test_r2
SI206,pca10,61,102,3.3425641025641024,4.213258073005211,-0.25945040582143886
SI206,regular,62,103,3.3446153846153845,4.271341189316952,-0.20253357600970712
SI206,pca10,62,103,3.523589743589744,4.510416244744459,-0.3409171000173341
SI206,regular,63,104,3.536410256410256,4.209252730237107,-0.18539574206035003
SI206,pca10,63,104,3.4282051282051285,4.276619601235913,-0.22364264097827036
SI206,regular,64,105,2.0456410256410256,3.239490041116923,-0.18393589971814284
SI206,pca10,64,105,2.4728205128205123,3.79891369988123,-0.628147500370865
SI206,regular,65,106,2.5925641025641024,3.7504280097623868,-0.5277024635818339
SI206,pca10,65,106,2.765897435897436,3.832803865329593,-0.5955495786918024
SI206,regular,66,107,2.7523076923076926,4.0342683807006905,-0.3629976764673495
SI206,pca10,66,107,2.707435897435898,3.917708753894536,-0.28537496421098996
SI206,regular,67,108,2.563333333333333,3.4686415725719426,-0.07696989759886996
SI206,pca10,67,108,2.883589743589744,4.0142372693577615,-0.4424168667608286
SI206,regular,68,109,3.00025641025641,4.1509973057662455,-0.5440093260280423
SI206,pca10,68,109,3.311282051282051,4.673459524979748,-0.9571404265346997
SI206,regular,69,110,3.5817948717948718,4.5608595868476565,-0.21979298712313988
SI206,pca10,69,110,3.93974358974359,5.140069589472051,-0.5492828938237335
SI206,regular,70,111,1.8941025641025642,2.701976959039342,-0.4116874523264691
SI206,pca10,70,111,2.0405128205128205,2.8900028095689176,-0.614997304856344
SI206,regular,71,112,2.571538461538462,3.5581682841683495,-0.2310902761795166
SI206,pca10,71,112,2.6030769230769235,3.723070601110688,-0.34784352384605577
SI206,regular,72,113,2.886666666666667,3.5608447571630224,-0.07789486921529187
SI206,pca10,72,113,3.174615384615384,3.937585380976345,-0.31804516543706685
SI206,regular,73,114,2.9935897435897436,4.046979774985946,-0.4754209251362236
SI206,pca10,73,114,3.419230769230769,4.486136955814522,-0.8130046849087895
SI206,regular,74,115,2.6212820512820514,3.7448751305737478,-0.18149111000332363
SI206,pca10,74,115,2.548205128205128,3.766834804506888,-0.19538809128171053
SI206,regular,75,116,2.6812820512820514,3.533382558921735,-0.8189050862068967
SI206,pca10,75,116,2.3792307692307695,3.0287535164235244,-0.33646188697318014
SI206,regular,76,117,2.117179487179487,2.769229427824936,-0.09459353415915905
SI206,pca10,76,117,2.0261538461538464,2.682571161066941,-0.027158596096096055
SI206,regular,77,118,2.9502564102564097,4.0363612283605095,-0.6330864900487674
SI206,pca10,77,118,2.7820512820512824,3.8204854929327245,-0.46307383682615044
SI206,regular,78,119,2.4984615384615387,3.1594668488893456,-0.39421239669421504
SI206,pca10,78,119,2.531025641025641,3.2872331388877347,-0.50925404040404
SI206,regular,79,120,3.9376923076923087,4.4050618707879785,-0.06889580979284382
SI206,pca10,79,120,3.8530769230769235,4.282292001524976,-0.010145433145009264
SI206,regular,80,121,1.866410256410256,2.1971311909136126,0.16581989320608947
SI206,pca10,80,121,1.79025641025641,2.3053004698759456,0.08166121336059962
SI206,regular,81,122,3.1974358974358976,4.1918684001004465,-0.4556997821350761
SI206,pca10,81,122,2.773076923076923,3.7222384359896896,-0.1477965522875817
SI206,regular,82,123,3.607948717948718,4.3728803900841955,-0.09994282202556559
SI206,pca10,82,123,4.091794871794871,4.953816969176653,-0.41161032448377566
SI206,regular,83,124,2.31,3.278099694462877,-0.533837378003003
SI206,pca10,83,124,2.93923076923077,3.8089163274799818,-1.0707986204954958
SI206,regular,84,125,2.368974358974359,3.0101164187952687,-0.6608192456013493
SI206,pca10,84,125,2.237948717948718,2.80874367389426,-0.4460389732465653
SI206,regular,85,126,2.3933333333333335,3.1084129019856372,0.02686710369487455
SI206,pca10,85,126,2.2389743589743594,2.8862456020258698,0.1610012448682293
SI206,regular,86,127,2.324102564102564,2.9919561676939233,-0.27559400412216606
SI206,pca10,86,127,2.086153846153846,2.5430585932193948,0.07845881581412795
SI206,regular,87,128,3.385897435897436,4.160483309366998,-0.23431477262072176
SI206,pca10,87,128,3.4910256410256406,4.558498309488206,-0.4817739474917948
SI206,regular,88,129,2.5446153846153843,3.380802008728435,-0.18797045237119026
SI206,pca10,88,129,2.6664102564102565,3.544947409589053,-0.30612805111384445
SI206,regular,89,130,3.905128205128205,5.199376688480837,-1.6047118206005329
SI206,pca10,89,130,3.3438461538461537,4.518252347258205,-0.9669715634106175
SI206,regular,90,131,2.4056410256410254,3.294616172863802,-0.16692733955329397
SI206,pca10,90,131,2.325128205128205,2.9477225744748057,0.0658698756007916
SI206,regular,91,132,2.1599999999999997,3.005311537244922,0.09143412698412678
SI206,pca10,91,132,2.565641025641025,3.512231861590668,-0.24091998677248694
SI206,regular,92,133,2.3666666666666667,3.3035567468241225,-0.6264368018812458
SI206,pca10,92,133,2.083846153846154,2.9943620812293683,-0.33623326474622783
SI206,regular,93,134,2.4671794871794877,3.022936818484139,-0.016017660818713697
SI206,pca10,93,134,2.1997435897435897,2.995488773381231,0.0023493055555555697
SI206,regular,94,135,2.8069230769230766,3.9510999225899868,-0.24682949485402217
SI206,pca10,94,135,3.0958974358974354,4.372557584418967,-0.5270108275572356
SI206,regular,95,136,2.968717948717949,3.9090368674098266,-0.09610195246179964
SI206,pca10,95,136,3.124358974358975,4.023480973646968,-0.1612221797774005
SI206,regular,96,137,2.2774358974358977,3.252336438269004,0.03787405812701805
SI206,pca10,96,137,2.613333333333333,3.5581650413574777,-0.15157750269106574
SI206,regular,97,138,2.671538461538461,3.4341150466817725,-0.024173535457348683
SI206,pca10,97,138,2.579230769230769,3.3254066006774363,0.039641515359140844
SI206,regular,98,139,3.3653846153846154,4.160263079288242,-0.16627445064681878
SI206,pca10,98,139,4.338717948717949,5.191945850006692,-0.8164334086478819
SI206,regular,99,140,2.998974358974359,4.066476035885045,-0.7868429809605002
SI206,pca10,99,140,2.9076923076923076,4.022625540529002,-0.7485142227905657
SI206,regular,100,141,2.1174358974358976,3.107964678763973,-0.8466584967320263
SI206,pca10,100,141,2.4725641025641028,3.2164726924375686,-0.9778537581699349
