pc,explained_variance_ratio,feature,loading,abs_loading
PC4,0.0714317926562574,speed_1s_rows,0.08958597167852306,0.08958597167852306
PC4,0.0714317926562574,speed_1s_stage2_rows,-0.15513917717603115,0.15513917717603115
PC4,0.0714317926562574,speed_1s_stage2_col1_mean,-0.1965967150619947,0.1965967150619947
PC4,0.0714317926562574,speed_1s_stage2_col1_std_over_mean,-0.20630256196456145,0.20630256196456145
PC4,0.0714317926562574,speed_1s_stage2_col2_mean,0.09819548710091001,0.09819548710091001
PC4,0.0714317926562574,speed_1s_stage2_col2_std_over_mean,-0.1096370218659221,0.1096370218659221
PC4,0.0714317926562574,speed_1s_stage3_rows,-0.014020257920292182,0.014020257920292182
PC4,0.0714317926562574,speed_1s_stage3_col1_mean,0.06659241586902956,0.06659241586902956
PC4,0.0714317926562574,speed_1s_stage3_col1_std_over_mean,0.030042589468608185,0.030042589468608185
PC4,0.0714317926562574,speed_1s_stage3_col2_mean,-0.01888079865010148,0.01888079865010148
PC4,0.0714317926562574,speed_1s_stage3_col2_std_over_mean,0.021049281373271472,0.021049281373271472
PC4,0.0714317926562574,speed_1s_stage4_rows,-0.22501621247785253,0.22501621247785253
PC4,0.0714317926562574,speed_1s_stage4_col1_mean,0.038096849561059715,0.038096849561059715
PC4,0.0714317926562574,speed_1s_stage4_col1_std_over_mean,0.013105036265914378,0.013105036265914378
PC4,0.0714317926562574,speed_1s_stage4_col2_mean,-0.02530880074409922,0.02530880074409922
PC4,0.0714317926562574,speed_1s_stage4_col2_std_over_mean,0.012392430563170425,0.012392430563170425
PC4,0.0714317926562574,speed_1s_stage5_rows,0.0725751288744123,0.0725751288744123
PC4,0.0714317926562574,speed_1s_stage5_col1_mean,0.12364669766183765,0.12364669766183765
PC4,0.0714317926562574,speed_1s_stage5_col1_std_over_mean,0.23314084825495654,0.23314084825495654
PC4,0.0714317926562574,speed_1s_stage5_col2_mean,-0.06574904001929456,0.06574904001929456
PC4,0.0714317926562574,speed_1s_stage5_col2_std_over_mean,0.0678904274055767,0.0678904274055767
PC4,0.0714317926562574,speed_10s_avg_rows,0.0895859716785231,0.0895859716785231
PC4,0.0714317926562574,speed_10s_avg_stage2_rows,-0.15513917717603118,0.15513917717603118
