pc,explained_variance_ratio,feature,loading,abs_loading
PC1,0.26597036751832215,stage_2_frames,-0.00044446424523817557,0.00044446424523817557
PC1,0.26597036751832215,stage_3_frames,0.07651591450058742,0.07651591450058742
PC1,0.26597036751832215,stage_4_frames,0.04611677407430159,0.04611677407430159
PC1,0.26597036751832215,stage_5_frames,0.08013135910390812,0.08013135910390812
PC1,0.26597036751832215,roam_mean,0.19066090518345796,0.19066090518345796
PC1,0.26597036751832215,roam_std_over_mean,-0.2046046914929195,0.2046046914929195
PC1,0.26597036751832215,roam_early_mean,0.11078807673448554,0.11078807673448554
PC1,0.26597036751832215,roam_mid_mean,0.12377344482216202,0.12377344482216202
PC1,0.26597036751832215,roam_late_mean,0.1868921227246812,0.1868921227246812
PC1,0.26597036751832215,roam_slope,-0.006180650104793614,0.006180650104793614
PC1,0.26597036751832215,speed_1s_rows,-0.0010657864037482013,0.0010657864037482013
PC1,0.26597036751832215,speed_1s_stage2_rows,0.07651591450058742,0.07651591450058742
PC1,0.26597036751832215,speed_1s_stage2_col1_mean,-0.08606949527691864,0.08606949527691864
PC1,0.26597036751832215,speed_1s_stage2_col1_std_over_mean,0.1363095696456252,0.1363095696456252
PC1,0.26597036751832215,speed_1s_stage2_col2_mean,-0.155773991275747,0.155773991275747
PC1,0.26597036751832215,speed_1s_stage2_col2_std_over_mean,0.18709317633176292,0.18709317633176292
PC1,0.26597036751832215,speed_1s_stage3_rows,0.04611677407430152,0.04611677407430152
PC1,0.26597036751832215,speed_1s_stage3_col1_mean,-0.08214124858357448,0.08214124858357448
PC1,0.26597036751832215,speed_1s_stage3_col1_std_over_mean,0.1813527159184933,0.1813527159184933
PC1,0.26597036751832215,speed_1s_stage3_col2_mean,-0.21707931332612349,0.21707931332612349
PC1,0.26597036751832215,speed_1s_stage3_col2_std_over_mean,0.21444620488242366,0.21444620488242366
PC1,0.26597036751832215,speed_1s_stage4_rows,0.08013135910390812,0.08013135910390812
PC1,0.26597036751832215,speed_1s_stage4_col1_mean,-0.04222382379267842,0.04222382379267842
PC1,0.26597036751832215,speed_1s_stage4_col1_std_over_mean,0.17638696219545077,0.17638696219545077
PC1,0.26597036751832215,speed_1s_stage4_col2_mean,-0.219271757886866,0.219271757886866
PC1,0.26597036751832215,speed_1s_stage4_col2_std_over_mean,0.2209233917886014,0.2209233917886014
PC1,0.26597036751832215,speed_1s_stage5_rows,-0.04426802953628787,0.04426802953628787
PC1,0.26597036751832215,speed_1s_stage5_col1_mean,0.022342457541166507,0.022342457541166507
PC1,0.26597036751832215,speed_1s_stage5_col1_std_over_mean,0.005216879303285012,0.005216879303285012
PC1,0.26597036751832215,speed_1s_stage5_col2_mean,-0.19090025492528423,0.19090025492528423
PC1,0.26597036751832215,speed_1s_stage5_col2_std_over_mean,0.2045698500630559,0.2045698500630559
PC1,0.26597036751832215,speed_10s_avg_rows,-0.0010657864037482013,0.0010657864037482013
PC1,0.26597036751832215,speed_10s_avg_stage2_rows,0.07651591450058744,0.07651591450058744
PC1,0.26597036751832215,speed_10s_avg_stage2_col1_mean,-0.08606657061602585,0.08606657061602585
PC1,0.26597036751832215,speed_10s_avg_stage2_col1_std_over_mean,0.14511256951933732,0.14511256951933732
PC1,0.26597036751832215,speed_10s_avg_stage2_col2_mean,-0.15577442154245846,0.15577442154245846
PC1,0.26597036751832215,speed_10s_avg_stage2_col2_std_over_mean,0.14384174347976486,0.14384174347976486
PC1,0.26597036751832215,speed_10s_avg_stage3_rows,0.046116774074301516,0.046116774074301516
PC1,0.26597036751832215,speed_10s_avg_stage3_col1_mean,-0.0821372702614343,0.0821372702614343
PC1,0.26597036751832215,speed_10s_avg_stage3_col1_std_over_mean,0.1639107791879621,0.1639107791879621
