dataset,run,seed,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_r2_std,test_mae,test_rmse,test_r2
SI206,1,42,2.8015999999999996,0.29419729986572846,3.697452523314431,0.34220035761133755,-0.48457306456074767,0.20018192136006402,1.9933333333333334,2.6661332799893307,0.01694184397163112
SI206,2,43,2.8965185185185183,0.7240532538448347,3.7633045433198036,0.8601872610688164,-0.7877152608913313,0.585045761349514,1.9407692307692308,2.754149472385135,-0.04903628841607577
SI206,3,44,2.841340740740741,0.7787863261404021,3.6880196875226163,0.9540551498157925,-0.43626550725256796,0.13426614195580486,1.948974358974359,2.7070675148423113,-0.013476477541370935
SI206,4,45,2.8437333333333337,0.5588405032193077,3.6958074053400862,0.5999330151220049,-0.5387364661848032,0.5043856806437702,1.9115384615384614,2.6833358815085844,0.004215011820331016
SI206,5,46,2.758740740740741,0.8816582452708343,3.5410844559793815,0.979979282505365,-0.3239597305051842,0.15577379012630393,1.8979487179487176,2.6770052792172945,0.008908037825059112
SI206,6,47,2.6721407407407405,0.5818129380390957,3.4137552642814293,0.7062115292077109,-0.19036043384137769,0.19823800840785138,1.9315384615384614,2.7590743833741507,-0.052791371158392275
SI206,7,48,2.7760814814814814,0.5463421049971618,3.6515104017345843,0.6011949075701947,-0.31205426458628194,0.2133362739414981,1.8961538461538465,2.667974519029002,0.015583569739952563
SI206,8,49,2.977711111111111,1.0090441193463149,3.7922023328388335,1.0774093804049374,-0.932607248718873,0.4794687027656835,1.9105128205128206,2.774133113229164,-0.06431477541371211
SI206,9,50,3.0011925925925924,0.6325399294585252,3.8230672098882943,0.5758677810656981,-0.5724623852130533,0.2749312133895704,1.9341025641025644,2.7435598249027695,-0.04098475177304994
SI206,10,51,3.2361481481481484,0.8372886285279867,3.994094402303503,0.9504263523108144,-0.5447770820209584,0.2911906280196805,1.8784615384615386,2.6516938627753284,0.027561229314420843
SI206,11,52,2.760125925925926,1.0067766668159297,3.4568320134373365,0.941850666394812,-0.6345913745388932,0.5347922357263136,1.9276923076923076,2.658081693740486,0.022870449172576857
SI206,12,53,3.0085111111111114,0.6248014705374293,3.8423783199407935,0.7131576329339314,-0.786967008670042,0.6720740623229378,1.8971794871794871,2.684274400993509,0.0035183215130023537
SI206,13,54,2.6782370370370367,0.4950400848937159,3.436128753308258,0.6201182926354247,-0.24030147720815548,0.21906796761226882,1.9702564102564102,2.7275595679253635,-0.02887825059101634
SI206,14,55,2.9822444444444445,0.5529128426592237,3.7737011099743327,0.5223188626757466,-0.5751487437696706,0.407395125143018,1.9582051282051285,2.6301481873041843,0.04329964539007103
SI206,15,56,2.934733333333333,0.9033696961384273,3.6712357861759557,1.1433016407786654,-0.4421189404931624,0.4792955628844062,1.8953846153846157,2.690581546771824,-0.0011699763593384649
SI206,16,57,2.9537555555555555,0.45756392200003,3.7373605997325163,0.610803736364738,-0.6132728030742932,0.28877638084566226,1.945897435897436,2.713434289056148,-0.018249290780141925
SI206,17,58,2.8463407407407404,0.754902590542073,3.6606125314914024,0.7382411483069339,-0.34863464975866537,0.14650248852184772,1.9007692307692308,2.670061781032401,0.014042671394798756
SI206,18,59,2.7399925925925928,0.9960425843552615,3.328815628587816,1.1780599943872463,-0.1488842829556559,0.14961574326216148,1.929230769230769,2.713154092233821,-0.018039007092198522
SI206,19,60,2.923414814814815,0.7255002165953058,3.7486411621890796,0.6032193304250972,-0.3901062330339224,0.25273606983249747,1.9802564102564102,2.7427154490008685,-0.04034408983451554
SI206,20,61,2.9187333333333334,0.45049989024539305,3.7172059320688304,0.6660696099199885,-0.5448630138606939,0.47676908768449866,1.904102564102564,2.664957785781981,0.017808510638298136
SI206,21,62,2.920103703703704,0.864326164557106,3.6929182908544327,0.9153233946676221,-0.5535663289162386,0.3974250163055118,1.9823076923076923,2.759126735378486,-0.05283132387706857
SI206,22,63,2.895525925925926,0.5442785387937827,3.671458447621107,0.6012571424459117,-0.33862478883270664,0.25163759908512073,1.9517948717948719,2.673017757446428,0.011858392434988207
SI206,23,64,2.8171851851851857,0.44365583183289903,3.643886711931276,0.5266222681645008,-0.3737201879152243,0.33751785469854256,1.8266666666666667,2.62747904917359,0.045240425531915096
SI206,24,65,2.9985185185185186,0.42796221581100546,3.872642170150152,0.5995849632433771,-0.5850330267134525,0.25929765283078776,1.9676923076923076,2.6906650911026877,-0.0012321513002364615
SI206,25,66,3.0399407407407404,0.4998727742662878,3.8629860459430736,0.5493222706183007,-0.5289488197754076,0.38970169767029605,1.918974358974359,2.6637371729387507,0.018708037825059032
SI206,26,67,2.86017037037037,0.9398044820741965,3.670381238325935,0.9507698296899646,-0.45681916395857514,0.351789731987236,1.8758974358974356,2.6441549794888264,0.033082742316784874
SI206,27,68,2.8829925925925926,0.6090614891890379,3.6349336163536003,0.7698758756850322,-0.28029160481071136,0.1772105284272004,1.9274358974358976,2.6935489568422515,-0.003379550827423028
SI206,28,69,2.8888296296296296,0.6792418070378057,3.6802161435059206,0.9421454377999716,-0.545017019113272,0.6129753504615554,1.905384615384615,2.7075104469812894,-0.013808156028368934
SI206,29,70,2.892074074074074,0.5307770109857306,3.7642194110568754,0.62977109558159,-0.5365511912980888,0.5227292777317606,1.8635897435897435,2.6446989391294577,0.03268486997635933
SI206,30,71,2.816822222222222,0.5707037618226933,3.766673649201084,0.6711808026135033,-0.5213870556783149,0.20162564601417496,2.002564102564103,2.7116273853394897,-0.016893617021276786
SI206,31,72,3.070185185185185,0.9602776513211614,3.8059280358448837,1.096765686532493,-0.39256257632925046,0.3606213000867276,1.8546153846153846,2.599424492519006,0.06552021276595743
