dataset,run,seed,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_r2_std,test_mae,test_rmse,test_r2
SI216_shuffled,1,42,2.689166666666667,0.3032228507586825,3.02358693289057,0.405265144110831,-0.25547654903520217,0.20147786303393186,3.6433333333333335,3.9958244620244683,-0.9593916723011044
SI216_shuffled,2,43,2.995916666666667,0.3192679778284484,3.4324778430765606,0.3885900740849772,-0.8167884108670345,0.6843450914627771,2.380606060606061,2.905799495331828,-0.4389917683881064
SI216_shuffled,3,44,3.1849999999999996,0.35762925013979974,3.4706091248932665,0.3492151071996811,-0.6271595854142074,0.3713890659512139,2.3957575757575764,2.9824669471612073,-0.1027747950819673
SI216_shuffled,4,45,2.6709166666666664,0.4175295565053516,3.109618022464951,0.5455628377343188,-0.29144578978896446,0.1201064355020485,3.18030303030303,3.820235198217116,-0.6260569367710251
SI216_shuffled,5,46,2.5581666666666663,0.4840270596200635,2.973885575925981,0.5638558948776613,-0.25518884044147583,0.16216545596578855,3.1484848484848484,3.9095580881276653,-0.8347638668430333
SI216_shuffled,6,47,3.1331666666666664,0.1940011096760931,3.5312242463216608,0.3412782995526847,-0.4843272386405594,0.31303572648391403,2.2415151515151517,2.6661217246226867,-0.9459113373554546
SI216_shuffled,7,48,2.1046666666666667,0.639214057347858,2.4394952185167544,0.5540449951147196,-0.2452575740362241,0.4359092752930059,4.555454545454546,4.933526306627118,-0.8247221189591079
SI216_shuffled,8,49,3.1214166666666663,0.38252683275526944,3.574363351756807,0.3492694226780274,-0.7552142367633674,0.48398575924574233,2.674545454545455,2.939438550114459,-0.21004187242798378
SI216_shuffled,9,50,2.7307499999999996,0.5206424583574072,3.164289033635055,0.5025851729422345,-1.0259171373140759,0.9059533554538378,3.2415151515151517,3.5600517814869894,0.005479759331315837
SI216_shuffled,10,51,2.9509999999999996,0.38924272989714004,3.2334740775436486,0.3246756516003919,-0.3011004161278842,0.408999595870096,2.7042424242424246,3.27465010853577,-1.3764163614163607
SI216_shuffled,11,52,2.3810000000000002,0.5323651107192424,2.744924048316647,0.535759867514934,-0.05901144802566423,0.25931334411386275,3.6812121212121203,4.22267639768855,-0.46772143613000705
SI216_shuffled,12,53,2.9475000000000002,0.4254398867316302,3.4052976941416304,0.5104059961837878,-1.3310196372415035,1.680139112949639,3.0509090909090912,3.5154886724409464,-0.49839472277889096
SI216_shuffled,13,54,2.8856666666666664,0.4259715692129908,3.2576803798348073,0.47865516299478683,-0.7594605815799257,0.5325713636850061,3.0824242424242425,3.5042583042102167,-1.018830132850241
SI216_shuffled,14,55,2.494416666666667,0.32750695497279975,2.871665684163728,0.3741491511220593,-0.1950639479401114,0.2098648421148507,3.297575757575757,3.674455364026378,-0.31537543388799416
SI216_shuffled,15,56,2.8584166666666664,0.5471907041120734,3.316279743821096,0.732284511079083,-0.4522262294994587,0.3322597228796004,2.8612121212121213,3.345014985396217,-0.3675597530864201
SI216_shuffled,16,57,2.6365000000000003,0.47371020794480573,2.9934626258761736,0.5970346693211482,-0.30258206651667596,0.06600139282305763,3.6845454545454546,3.992740508432368,-0.3016053906132854
SI216_shuffled,17,58,2.661833333333333,0.5438178182483951,2.9917922390855454,0.5051174542539013,-0.3872840474705629,0.4186840551841426,2.7718181818181815,3.3767516217737303,-0.5364105048255388
SI216_shuffled,18,59,3.29375,0.46840353862881934,3.704016051652856,0.3528917526636066,-0.7430199966735239,0.2896746677101717,2.3572727272727274,2.883399193502507,-0.07939152360515012
SI216_shuffled,19,60,3.0185833333333334,0.6433136115284501,3.3229893618194373,0.6747849707798784,-0.6449133103193787,0.39157959573523177,2.8342424242424245,3.383160467296038,-0.4189946152094719
SI216_shuffled,20,61,2.6706666666666665,0.4871041555287054,2.9908101084947365,0.5132558441872533,-0.27578111337433175,0.392437424040618,3.4215151515151514,3.815710612028574,-0.8701882637414484
SI216_shuffled,21,62,3.08475,0.7287689200898242,3.406524638410404,0.6775762762413462,-0.6521306545225796,0.5240410479141218,2.5033333333333334,2.9330283932406034,-0.4298369810744811
SI216_shuffled,22,63,2.84225,0.26195135786799967,3.328733801940224,0.41460409259720804,-0.6945046238011651,0.39293413098964386,2.8954545454545455,3.4083751571857834,-0.07795979038854828
