dataset,run,seed,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_r2_std,test_mae,test_rmse,test_r2
Combined_shuffled,1,42,2.6224488017429195,0.1709395519583492,3.176596989905936,0.20967932642418655,-0.20010681878903905,0.13720228344864666,2.776666666666667,3.622569683403083,-0.16321596477509703
Combined_shuffled,2,43,2.828699346405229,0.5384443959606683,3.466140290252406,0.6136677887551472,-0.44027103996622313,0.19772713940490447,2.618115942028986,3.2280826184136533,-0.40265997455470726
Combined_shuffled,3,44,2.61582788671024,0.2612571026023564,3.1519077280345646,0.3102482046133285,-0.31359021262835335,0.26015943414352566,2.930434782608695,3.7249905488970008,-0.05918735610068948
Combined_shuffled,4,45,2.648893246187364,0.44776390745488526,3.193216861869697,0.5417695411736615,-0.18709968257192966,0.1948553710962118,2.570144927536232,3.1508839339489154,-0.01545800464037117
Combined_shuffled,5,46,2.696583877995643,0.35600942910220124,3.169536576530011,0.36328183619271903,-0.1179125751297115,0.13762843366250468,2.448840579710145,3.2476450777024013,-0.21029675343456233
Combined_shuffled,6,47,2.6964727668845314,0.4454419573649963,3.302517311871425,0.4006108719567983,-0.2116774728498473,0.03121375883160218,2.4449275362318836,3.1431577401890194,-0.5434802323291987
Combined_shuffled,7,48,2.5876993464052283,0.22902745996493998,3.2756644692448473,0.3731176882099277,-0.19371152118692495,0.17679048916428575,2.6072463768115943,3.143241042492244,-0.11391753812636174
Combined_shuffled,8,49,2.6863943355119826,0.5060537703643826,3.256134636191124,0.5166937002430554,-0.11077081116400844,0.07964891391020154,2.3749275362318834,2.942823498772486,-0.1955248347251215
Combined_shuffled,9,50,2.55757734204793,0.41283010959609495,3.0914923781989754,0.3487231649356978,-0.0732317249547108,0.09923773327719938,2.644492753623188,3.2938909197640935,-0.11750399143302181
Combined_shuffled,10,51,2.7930980392156863,0.3000519622647912,3.3950859503764748,0.3955405954971823,-0.4461238559235808,0.34118017633596265,2.6078260869565217,3.229463992856929,-0.09294226096143698
Combined_shuffled,11,52,2.63755991285403,0.25822043400829386,3.1851442826064513,0.33348350962887635,-0.13089824481961612,0.1355885600948687,2.5192753623188406,3.206994243414647,-0.12689842354782277
Combined_shuffled,12,53,2.4922461873638344,0.3487312224947639,3.149877710210891,0.4241159334699153,-0.3033413712722421,0.21028135996680986,3.0005797101449274,3.550793066480527,-0.10498699653928267
Combined_shuffled,13,54,2.74345751633987,0.5834028194234021,3.3619896308397124,0.5412209558005978,-0.2303645608576773,0.10991592764274821,2.2878260869565215,2.742663115693135,0.04802767676767672
Combined_shuffled,14,55,2.602501089324619,0.5422865395335916,3.1775253542115975,0.5220211143447786,-0.06679478641833902,0.07446668280137944,2.780869565217391,3.3033391099556093,-0.4854539543661007
Combined_shuffled,15,56,2.664483660130719,0.4059545024206631,3.284889846444254,0.3253775031108298,-0.6696970498368752,0.6026162819949547,3.0111594202898546,3.576454739321534,-0.269503579320409
Combined_shuffled,16,57,2.7751023965141615,0.24923706385084604,3.4505072349194585,0.3269167760852525,-0.37584852503945543,0.2841550836514296,2.339275362318841,3.0127150032522585,-0.09521964973641528
Combined_shuffled,17,58,2.480662309368191,0.42209390655616175,3.088331596267923,0.46660135646800693,-0.11814980414371709,0.11739890802687993,2.8057971014492757,3.4928408492325604,-0.20181876681150457
Combined_shuffled,18,59,2.8014335511982567,0.4125478324056762,3.4375157426183334,0.39253846793420843,-0.3644855198797455,0.3290426446631264,2.172608695652174,2.6939319000534527,-0.2746000479563231
