feature,importance,dataset,run,seed
speed_1s_stage2_col2_std_over_mean,0.04133116856684561,SI206_shuffled,3,44
speed_1s_stage3_rows,0.011276413235590869,SI206_shuffled,3,44
speed_1s_stage3_col1_mean,0.018515509594587153,SI206_shuffled,3,44
speed_1s_stage3_col1_std_over_mean,0.023640797744439203,SI206_shuffled,3,44
speed_1s_stage3_col2_mean,0.017092245361953244,SI206_shuffled,3,44
speed_1s_stage3_col2_std_over_mean,0.01464037445358437,SI206_shuffled,3,44
speed_1s_stage4_rows,0.00711705665959715,SI206_shuffled,3,44
speed_1s_stage4_col1_mean,0.02165872304559449,SI206_shuffled,3,44
speed_1s_stage4_col1_std_over_mean,0.010008189078480289,SI206_shuffled,3,44
speed_1s_stage4_col2_mean,0.008027812193844006,SI206_shuffled,3,44
speed_1s_stage4_col2_std_over_mean,0.01583544735170211,SI206_shuffled,3,44
speed_1s_stage5_rows,5.7437142256670594e-05,SI206_shuffled,3,44
speed_1s_stage5_col1_mean,0.02999666606510101,SI206_shuffled,3,44
speed_1s_stage5_col1_std_over_mean,0.015007552416452727,SI206_shuffled,3,44
speed_1s_stage5_col2_mean,0.007714979173110635,SI206_shuffled,3,44
speed_1s_stage5_col2_std_over_mean,0.015242892369221658,SI206_shuffled,3,44
speed_10s_avg_rows,0.021350336966668885,SI206_shuffled,3,44
speed_10s_avg_stage2_rows,0.01513246558146696,SI206_shuffled,3,44
speed_10s_avg_stage2_col1_mean,0.017622085984097684,SI206_shuffled,3,44
speed_10s_avg_stage2_col1_std_over_mean,0.008318389545173046,SI206_shuffled,3,44
speed_10s_avg_stage2_col2_mean,0.015435357708445733,SI206_shuffled,3,44
speed_10s_avg_stage2_col2_std_over_mean,0.0071347105184446325,SI206_shuffled,3,44
speed_10s_avg_stage3_rows,0.012690344218926976,SI206_shuffled,3,44
speed_10s_avg_stage3_col1_mean,0.019240951102849495,SI206_shuffled,3,44
speed_10s_avg_stage3_col1_std_over_mean,0.019552855568909625,SI206_shuffled,3,44
speed_10s_avg_stage3_col2_mean,0.012590642368398871,SI206_shuffled,3,44
speed_10s_avg_stage3_col2_std_over_mean,0.02035461956932866,SI206_shuffled,3,44
speed_10s_avg_stage4_rows,0.006385593578198654,SI206_shuffled,3,44
speed_10s_avg_stage4_col1_mean,0.018854457919267462,SI206_shuffled,3,44
speed_10s_avg_stage4_col1_std_over_mean,0.03380010828713672,SI206_shuffled,3,44
speed_10s_avg_stage4_col2_mean,0.007005470474875582,SI206_shuffled,3,44
speed_10s_avg_stage4_col2_std_over_mean,0.030932061307563433,SI206_shuffled,3,44
speed_10s_avg_stage5_rows,0.00021690467961568306,SI206_shuffled,3,44
speed_10s_avg_stage5_col1_mean,0.022615240161954903,SI206_shuffled,3,44
speed_10s_avg_stage5_col1_std_over_mean,0.02355077449331263,SI206_shuffled,3,44
speed_10s_avg_stage5_col2_mean,0.00537447883261128,SI206_shuffled,3,44
speed_10s_avg_stage5_col2_std_over_mean,0.00920094014409071,SI206_shuffled,3,44
stage_2_frames,0.05647909995835777,SI206_shuffled,4,45
stage_3_frames,0.01468414451269917,SI206_shuffled,4,45
stage_4_frames,0.008105655541886605,SI206_shuffled,4,45
stage_5_frames,0.0051570839458367655,SI206_shuffled,4,45
roam_mean,0.006365572817750553,SI206_shuffled,4,45
roam_std_over_mean,0.07569758403535194,SI206_shuffled,4,45
roam_early_mean,0.008307794467161974,SI206_shuffled,4,45
roam_mid_mean,0.07796214739118891,SI206_shuffled,4,45
roam_late_mean,0.01472856000487762,SI206_shuffled,4,45
roam_slope,0.052442589335253774,SI206_shuffled,4,45
speed_1s_rows,0.028785337345657115,SI206_shuffled,4,45
speed_1s_stage2_rows,0.013723332725450902,SI206_shuffled,4,45
speed_1s_stage2_col1_mean,0.01780201588922919,SI206_shuffled,4,45
speed_1s_stage2_col1_std_over_mean,0.012142480127217825,SI206_shuffled,4,45
speed_1s_stage2_col2_mean,0.01660482593888391,SI206_shuffled,4,45
speed_1s_stage2_col2_std_over_mean,0.03764757711638281,SI206_shuffled,4,45
speed_1s_stage3_rows,0.009763993621428711,SI206_shuffled,4,45
speed_1s_stage3_col1_mean,0.01644407145152421,SI206_shuffled,4,45
speed_1s_stage3_col1_std_over_mean,0.02121416457350486,SI206_shuffled,4,45
speed_1s_stage3_col2_mean,0.018810291898209836,SI206_shuffled,4,45
speed_1s_stage3_col2_std_over_mean,0.01491002957527285,SI206_shuffled,4,45
speed_1s_stage4_rows,0.003742288779777615,SI206_shuffled,4,45
speed_1s_stage4_col1_mean,0.017484934400641496,SI206_shuffled,4,45
speed_1s_stage4_col1_std_over_mean,0.012082649876773953,SI206_shuffled,4,45
speed_1s_stage4_col2_mean,0.007085140442861018,SI206_shuffled,4,45
speed_1s_stage4_col2_std_over_mean,0.014733550578995839,SI206_shuffled,4,45
speed_1s_stage5_rows,1.493006336461459e-05,SI206_shuffled,4,45
speed_1s_stage5_col1_mean,0.028060927495132292,SI206_shuffled,4,45
speed_1s_stage5_col1_std_over_mean,0.01712405741225071,SI206_shuffled,4,45
speed_1s_stage5_col2_mean,0.009543391740866373,SI206_shuffled,4,45
speed_1s_stage5_col2_std_over_mean,0.017308351786616383,SI206_shuffled,4,45
speed_10s_avg_rows,0.019088324162267474,SI206_shuffled,4,45
speed_10s_avg_stage2_rows,0.018131736310855115,SI206_shuffled,4,45
speed_10s_avg_stage2_col1_mean,0.01880008602708219,SI206_shuffled,4,45
speed_10s_avg_stage2_col1_std_over_mean,0.009542245414041172,SI206_shuffled,4,45
speed_10s_avg_stage2_col2_mean,0.011749889979302432,SI206_shuffled,4,45
speed_10s_avg_stage2_col2_std_over_mean,0.013831573037963188,SI206_shuffled,4,45
speed_10s_avg_stage3_rows,0.011027121073377078,SI206_shuffled,4,45
speed_10s_avg_stage3_col1_mean,0.016321083278115333,SI206_shuffled,4,45
speed_10s_avg_stage3_col1_std_over_mean,0.02330040029035103,SI206_shuffled,4,45
speed_10s_avg_stage3_col2_mean,0.018161149886319426,SI206_shuffled,4,45
speed_10s_avg_stage3_col2_std_over_mean,0.023377533998949037,SI206_shuffled,4,45
speed_10s_avg_stage4_rows,0.004218650361798882,SI206_shuffled,4,45
speed_10s_avg_stage4_col1_mean,0.0209691752187113,SI206_shuffled,4,45
speed_10s_avg_stage4_col1_std_over_mean,0.03375965890176121,SI206_shuffled,4,45
speed_10s_avg_stage4_col2_mean,0.006739756313499302,SI206_shuffled,4,45
speed_10s_avg_stage4_col2_std_over_mean,0.028996649161992655,SI206_shuffled,4,45
speed_10s_avg_stage5_rows,0.0,SI206_shuffled,4,45
speed_10s_avg_stage5_col1_mean,0.023857958188101228,SI206_shuffled,4,45
speed_10s_avg_stage5_col1_std_over_mean,0.02803308442086172,SI206_shuffled,4,45
speed_10s_avg_stage5_col2_mean,0.006592820819770767,SI206_shuffled,4,45
speed_10s_avg_stage5_col2_std_over_mean,0.00854252830447185,SI206_shuffled,4,45
stage_2_frames,0.03953266291255031,SI206_shuffled,5,46
stage_3_frames,0.015052656320674348,SI206_shuffled,5,46
stage_4_frames,0.011986472462038829,SI206_shuffled,5,46
stage_5_frames,0.008518773584602221,SI206_shuffled,5,46
roam_mean,0.008807406391788841,SI206_shuffled,5,46
roam_std_over_mean,0.0970191821441877,SI206_shuffled,5,46
roam_early_mean,0.01136528807207484,SI206_shuffled,5,46
roam_mid_mean,0.0743978527792564,SI206_shuffled,5,46
roam_late_mean,0.013943816891662424,SI206_shuffled,5,46
roam_slope,0.04136182380675731,SI206_shuffled,5,46
speed_1s_rows,0.020522146396853867,SI206_shuffled,5,46
speed_1s_stage2_rows,0.01288374710692438,SI206_shuffled,5,46
speed_1s_stage2_col1_mean,0.012043594973612055,SI206_shuffled,5,46
speed_1s_stage2_col1_std_over_mean,0.010501828233821143,SI206_shuffled,5,46
