worm_id,stage_index,start_frame,end_frame,file_start,source_file
cam040_w1,2,75601,213840,5,coordCAM040-w1CAM040_2025-12-04-132455-stages.mat
cam040_w1,3,213841,315360,5,coordCAM040-w1CAM040_2025-12-04-132455-stages.mat
cam040_w1,4,315361,412560,5,coordCAM040-w1CAM040_2025-12-04-132455-stages.mat
cam040_w1,5,412561,532440,5,coordCAM040-w1CAM040_2025-12-04-132455-stages.mat
cam040_w1,6,532441,705240,5,coordCAM040-w1CAM040_2025-12-04-132455-stages.mat
cam040_w2,1,5,86400,5,coordCAM040-w2CAM040_2025-12-04-132455-stages.mat
cam040_w2,2,86401,226800,5,coordCAM040-w2CAM040_2025-12-04-132455-stages.mat
cam040_w2,3,226801,322920,5,coordCAM040-w2CAM040_2025-12-04-132455-stages.mat
cam040_w2,4,322921,423360,5,coordCAM040-w2CAM040_2025-12-04-132455-stages.mat
cam040_w2,5,423361,540000,5,coordCAM040-w2CAM040_2025-12-04-132455-stages.mat
cam040_w2,6,540001,712800,5,coordCAM040-w2CAM040_2025-12-04-132455-stages.mat
cam040_w4,1,5,75600,5,coordCAM040-w4CAM040_2025-12-04-132455-stages.mat
cam040_w4,2,75601,222480,5,coordCAM040-w4CAM040_2025-12-04-132455-stages.mat
cam040_w4,3,222481,320760,5,coordCAM040-w4CAM040_2025-12-04-132455-stages.mat
cam040_w4,4,320761,422280,5,coordCAM040-w4CAM040_2025-12-04-132455-stages.mat
cam040_w4,5,422281,543240,5,coordCAM040-w4CAM040_2025-12-04-132455-stages.mat
cam040_w4,6,543241,716040,5,coordCAM040-w4CAM040_2025-12-04-132455-stages.mat
cam040_w5,1,5,64800,5,coordCAM040-w5CAM040_2025-12-04-132455-stages.mat
cam040_w5,2,64801,201960,5,coordCAM040-w5CAM040_2025-12-04-132455-stages.mat
cam040_w5,3,201961,302400,5,coordCAM040-w5CAM040_2025-12-04-132455-stages.mat
cam040_w5,4,302401,402840,5,coordCAM040-w5CAM040_2025-12-04-132455-stages.mat
cam040_w5,5,402841,519480,5,coordCAM040-w5CAM040_2025-12-04-132455-stages.mat
cam040_w5,6,519481,692280,5,coordCAM040-w5CAM040_2025-12-04-132455-stages.mat
cam040_w6,1,5,75600,5,coordCAM040-w6CAM040_2025-12-04-132455-stages.mat
cam040_w6,2,75601,203040,5,coordCAM040-w6CAM040_2025-12-04-132455-stages.mat
cam040_w6,3,203041,307800,5,coordCAM040-w6CAM040_2025-12-04-132455-stages.mat
cam040_w6,4,307801,415800,5,coordCAM040-w6CAM040_2025-12-04-132455-stages.mat
cam040_w6,5,415801,537840,5,coordCAM040-w6CAM040_2025-12-04-132455-stages.mat
cam040_w6,6,537841,710640,5,coordCAM040-w6CAM040_2025-12-04-132455-stages.mat
cam228_w2,1,5,86400,5,coordCAM228-w2CAM228_2025-12-04-145103-stages.mat
cam228_w2,2,86401,220320,5,coordCAM228-w2CAM228_2025-12-04-145103-stages.mat
cam228_w2,3,220321,309960,5,coordCAM228-w2CAM228_2025-12-04-145103-stages.mat
cam228_w2,4,309961,405000,5,coordCAM228-w2CAM228_2025-12-04-145103-stages.mat
cam228_w2,5,405001,519480,5,coordCAM228-w2CAM228_2025-12-04-145103-stages.mat
cam228_w2,6,519481,692280,5,coordCAM228-w2CAM228_2025-12-04-145103-stages.mat
cam228_w6,1,5,86400,5,coordCAM228-w6CAM228_2025-12-04-145103-stages.mat
cam228_w6,2,86401,211680,5,coordCAM228-w6CAM228_2025-12-04-145103-stages.mat
cam228_w6,3,211681,302400,5,coordCAM228-w6CAM228_2025-12-04-145103-stages.mat
cam228_w6,4,302401,392040,5,coordCAM228-w6CAM228_2025-12-04-145103-stages.mat
cam228_w6,5,392041,497880,5,coordCAM228-w6CAM228_2025-12-04-145103-stages.mat
cam228_w6,6,497881,670680,5,coordCAM228-w6CAM228_2025-12-04-145103-stages.mat
cam229_w1,1,5,75600,5,coordCAM229-w1CAM229_2025-12-04-145148-stages.mat
cam229_w1,2,75601,193320,5,coordCAM229-w1CAM229_2025-12-04-145148-stages.mat
cam229_w1,3,193321,287280,5,coordCAM229-w1CAM229_2025-12-04-145148-stages.mat
cam229_w1,4,287281,384480,5,coordCAM229-w1CAM229_2025-12-04-145148-stages.mat
cam229_w1,5,384481,495720,5,coordCAM229-w1CAM229_2025-12-04-145148-stages.mat
cam229_w1,6,495721,668520,5,coordCAM229-w1CAM229_2025-12-04-145148-stages.mat
cam229_w2,1,5,75600,5,coordCAM229-w2CAM229_2025-12-04-145148-stages.mat
cam229_w2,2,75601,201960,5,coordCAM229-w2CAM229_2025-12-04-145148-stages.mat
cam229_w2,3,201961,294840,5,coordCAM229-w2CAM229_2025-12-04-145148-stages.mat
cam229_w2,4,294841,387720,5,coordCAM229-w2CAM229_2025-12-04-145148-stages.mat
cam229_w2,5,387721,502200,5,coordCAM229-w2CAM229_2025-12-04-145148-stages.mat
cam229_w2,6,502201,675000,5,coordCAM229-w2CAM229_2025-12-04-145148-stages.mat
cam231_w1,1,5,75600,5,coordCAM231-w1CAM231_2025-12-04-134115-stages.mat
cam231_w1,2,75601,206280,5,coordCAM231-w1CAM231_2025-12-04-134115-stages.mat
cam231_w1,3,206281,307800,5,coordCAM231-w1CAM231_2025-12-04-134115-stages.mat
cam231_w1,4,307801,403920,5,coordCAM231-w1CAM231_2025-12-04-134115-stages.mat
cam231_w1,5,403921,516240,5,coordCAM231-w1CAM231_2025-12-04-134115-stages.mat
cam231_w1,6,516241,689040,5,coordCAM231-w1CAM231_2025-12-04-134115-stages.mat
cam231_w6,1,5,32400,5,coordCAM231-w6CAM231_2025-12-04-134115-stages.mat
cam231_w6,2,32401,199800,5,coordCAM231-w6CAM231_2025-12-04-134115-stages.mat
cam231_w6,3,199801,289440,5,coordCAM231-w6CAM231_2025-12-04-134115-stages.mat
cam231_w6,4,289441,383400,5,coordCAM231-w6CAM231_2025-12-04-134115-stages.mat
cam231_w6,5,383401,496800,5,coordCAM231-w6CAM231_2025-12-04-134115-stages.mat
cam231_w6,6,496801,669600,5,coordCAM231-w6CAM231_2025-12-04-134115-stages.mat
cam241_w1,1,5,75600,5,coordCAM241-w1CAM241_2025-12-04-134142-stages.mat
cam241_w1,2,75601,201960,5,coordCAM241-w1CAM241_2025-12-04-134142-stages.mat
cam241_w1,3,201961,289440,5,coordCAM241-w1CAM241_2025-12-04-134142-stages.mat
cam241_w1,4,289441,390960,5,coordCAM241-w1CAM241_2025-12-04-134142-stages.mat
cam241_w1,5,390961,500040,5,coordCAM241-w1CAM241_2025-12-04-134142-stages.mat
cam241_w1,6,500041,672840,5,coordCAM241-w1CAM241_2025-12-04-134142-stages.mat
cam245_w3,1,15,32400,15,coordCAM245-w3CAM245_2025-12-04-145116-stages.mat
cam245_w3,2,32401,171720,15,coordCAM245-w3CAM245_2025-12-04-145116-stages.mat
cam245_w3,3,171721,272160,15,coordCAM245-w3CAM245_2025-12-04-145116-stages.mat
cam245_w3,4,272161,368280,15,coordCAM245-w3CAM245_2025-12-04-145116-stages.mat
cam245_w3,5,368281,484920,15,coordCAM245-w3CAM245_2025-12-04-145116-stages.mat
cam245_w3,6,484921,657720,15,coordCAM245-w3CAM245_2025-12-04-145116-stages.mat
cam302_w3,1,5,54000,5,coordCAM302-w3CAM302_2025-12-04-140405-stages.mat
cam302_w3,2,54001,165240,5,coordCAM302-w3CAM302_2025-12-04-140405-stages.mat
cam302_w3,3,165241,251640,5,coordCAM302-w3CAM302_2025-12-04-140405-stages.mat
cam302_w3,4,251641,347760,5,coordCAM302-w3CAM302_2025-12-04-140405-stages.mat
cam302_w3,5,347761,457920,5,coordCAM302-w3CAM302_2025-12-04-140405-stages.mat
cam302_w3,6,457921,630720,5,coordCAM302-w3CAM302_2025-12-04-140405-stages.mat
cam302_w4,1,5,75600,5,coordCAM302-w4CAM302_2025-12-04-140405-stages.mat
cam302_w4,2,75601,208440,5,coordCAM302-w4CAM302_2025-12-04-140405-stages.mat
cam302_w4,3,208441,302400,5,coordCAM302-w4CAM302_2025-12-04-140405-stages.mat
cam302_w4,4,302401,394200,5,coordCAM302-w4CAM302_2025-12-04-140405-stages.mat
cam302_w4,5,394201,503280,5,coordCAM302-w4CAM302_2025-12-04-140405-stages.mat
cam302_w4,6,503281,676080,5,coordCAM302-w4CAM302_2025-12-04-140405-stages.mat
cam304_w1,1,5,10800,5,coordCAM304-w1CAM304_2025-12-04-142235-stages.mat
cam304_w1,2,10801,191160,5,coordCAM304-w1CAM304_2025-12-04-142235-stages.mat
cam304_w1,3,191161,282960,5,coordCAM304-w1CAM304_2025-12-04-142235-stages.mat
cam304_w1,4,282961,373680,5,coordCAM304-w1CAM304_2025-12-04-142235-stages.mat
cam304_w1,5,373681,487080,5,coordCAM304-w1CAM304_2025-12-04-142235-stages.mat
cam304_w1,6,487081,659880,5,coordCAM304-w1CAM304_2025-12-04-142235-stages.mat
cam304_w4,1,5,10800,5,coordCAM304-w4CAM304_2025-12-04-142235-stages.mat
cam304_w4,2,10801,211680,5,coordCAM304-w4CAM304_2025-12-04-142235-stages.mat
cam304_w4,3,211681,315360,5,coordCAM304-w4CAM304_2025-12-04-142235-stages.mat
cam304_w4,4,315361,408240,5,coordCAM304-w4CAM304_2025-12-04-142235-stages.mat
cam304_w4,5,408241,517320,5,coordCAM304-w4CAM304_2025-12-04-142235-stages.mat
cam304_w4,6,517321,690120,5,coordCAM304-w4CAM304_2025-12-04-142235-stages.mat
cam307_w6,1,5,75600,5,coordCAM307-w6CAM307_2025-12-04-140319-stages.mat
cam307_w6,2,75601,196560,5,coordCAM307-w6CAM307_2025-12-04-140319-stages.mat
cam307_w6,3,196561,291600,5,coordCAM307-w6CAM307_2025-12-04-140319-stages.mat
cam307_w6,4,291601,389880,5,coordCAM307-w6CAM307_2025-12-04-140319-stages.mat
cam307_w6,5,389881,500040,5,coordCAM307-w6CAM307_2025-12-04-140319-stages.mat
cam307_w6,6,500041,672840,5,coordCAM307-w6CAM307_2025-12-04-140319-stages.mat
cam308_w3,1,5,97200,5,coordCAM308-w3CAM308_2025-12-04-142259-stages.mat
cam308_w3,2,97201,214920,5,coordCAM308-w3CAM308_2025-12-04-142259-stages.mat
cam308_w3,3,214921,303480,5,coordCAM308-w3CAM308_2025-12-04-142259-stages.mat
cam308_w3,4,303481,389880,5,coordCAM308-w3CAM308_2025-12-04-142259-stages.mat
cam308_w3,5,389881,496800,5,coordCAM308-w3CAM308_2025-12-04-142259-stages.mat
cam308_w3,6,496801,669600,5,coordCAM308-w3CAM308_2025-12-04-142259-stages.mat
cam308_w5,1,5,75600,5,coordCAM308-w5CAM308_2025-12-04-142259-stages.mat
cam308_w5,2,75601,203040,5,coordCAM308-w5CAM308_2025-12-04-142259-stages.mat
cam308_w5,3,203041,302400,5,coordCAM308-w5CAM308_2025-12-04-142259-stages.mat
cam308_w5,4,302401,394200,5,coordCAM308-w5CAM308_2025-12-04-142259-stages.mat
cam308_w5,5,394201,498960,5,coordCAM308-w5CAM308_2025-12-04-142259-stages.mat
cam308_w5,6,498961,671760,5,coordCAM308-w5CAM308_2025-12-04-142259-stages.mat
cam309_w1,1,5,75600,5,coordCAM309-w1CAM309_2025-12-04-132759-stages.mat
cam309_w1,2,75601,197640,5,coordCAM309-w1CAM309_2025-12-04-132759-stages.mat
cam309_w1,3,197641,284040,5,coordCAM309-w1CAM309_2025-12-04-132759-stages.mat
cam309_w1,4,284041,372600,5,coordCAM309-w1CAM309_2025-12-04-132759-stages.mat
cam309_w1,5,372601,484920,5,coordCAM309-w1CAM309_2025-12-04-132759-stages.mat
cam309_w1,6,484921,657720,5,coordCAM309-w1CAM309_2025-12-04-132759-stages.mat
cam309_w3,1,5,86400,5,coordCAM309-w3CAM309_2025-12-04-132759-stages.mat
cam309_w3,2,86401,213840,5,coordCAM309-w3CAM309_2025-12-04-132759-stages.mat
cam309_w3,3,213841,302400,5,coordCAM309-w3CAM309_2025-12-04-132759-stages.mat
cam309_w3,4,302401,386640,5,coordCAM309-w3CAM309_2025-12-04-132759-stages.mat
cam309_w3,5,386641,497880,5,coordCAM309-w3CAM309_2025-12-04-132759-stages.mat
cam309_w3,6,497881,670680,5,coordCAM309-w3CAM309_2025-12-04-132759-stages.mat
cam309_w6,1,5,86400,5,coordCAM309-w6CAM309_2025-12-04-132759-stages.mat
cam309_w6,2,86401,212760,5,coordCAM309-w6CAM309_2025-12-04-132759-stages.mat
cam309_w6,3,212761,301320,5,coordCAM309-w6CAM309_2025-12-04-132759-stages.mat
cam309_w6,4,301321,392040,5,coordCAM309-w6CAM309_2025-12-04-132759-stages.mat
cam309_w6,5,392041,500040,5,coordCAM309-w6CAM309_2025-12-04-132759-stages.mat
cam309_w6,6,500041,672840,5,coordCAM309-w6CAM309_2025-12-04-132759-stages.mat
cam516_w5,1,5,86400,5,coordCAM516-w5CAM516_2025-12-04-140349-stages.mat
cam516_w5,2,86401,214920,5,coordCAM516-w5CAM516_2025-12-04-140349-stages.mat
cam516_w5,3,214921,308880,5,coordCAM516-w5CAM516_2025-12-04-140349-stages.mat
cam516_w5,4,308881,395280,5,coordCAM516-w5CAM516_2025-12-04-140349-stages.mat
cam516_w5,5,395281,497880,5,coordCAM516-w5CAM516_2025-12-04-140349-stages.mat
cam516_w5,6,497881,670680,5,coordCAM516-w5CAM516_2025-12-04-140349-stages.mat
cam516_w6,1,5,86400,5,coordCAM516-w6CAM516_2025-12-04-140349-stages.mat
cam516_w6,2,86401,210600,5,coordCAM516-w6CAM516_2025-12-04-140349-stages.mat
cam516_w6,3,210601,292680,5,coordCAM516-w6CAM516_2025-12-04-140349-stages.mat
cam516_w6,4,292681,387720,5,coordCAM516-w6CAM516_2025-12-04-140349-stages.mat
cam516_w6,5,387721,494640,5,coordCAM516-w6CAM516_2025-12-04-140349-stages.mat
cam516_w6,6,494641,667440,5,coordCAM516-w6CAM516_2025-12-04-140349-stages.mat
cam537_w2,1,5,97200,5,coordCAM537-w2CAM537_2025-12-04-132736-stages.mat
cam537_w2,2,97201,241920,5,coordCAM537-w2CAM537_2025-12-04-132736-stages.mat
cam537_w2,3,241921,338040,5,coordCAM537-w2CAM537_2025-12-04-132736-stages.mat
cam537_w2,4,338041,426600,5,coordCAM537-w2CAM537_2025-12-04-132736-stages.mat
cam537_w2,5,426601,541080,5,coordCAM537-w2CAM537_2025-12-04-132736-stages.mat
cam537_w2,6,541081,599934,5,coordCAM537-w2CAM537_2025-12-04-132736-stages.mat
cam537_w3,1,5,75600,5,coordCAM537-w3CAM537_2025-12-04-132736-stages.mat
cam537_w3,2,75601,197640,5,coordCAM537-w3CAM537_2025-12-04-132736-stages.mat
cam537_w3,3,197641,284040,5,coordCAM537-w3CAM537_2025-12-04-132736-stages.mat
cam537_w3,4,284041,376920,5,coordCAM537-w3CAM537_2025-12-04-132736-stages.mat
cam537_w3,5,376921,488160,5,coordCAM537-w3CAM537_2025-12-04-132736-stages.mat
cam537_w3,6,488161,599934,5,coordCAM537-w3CAM537_2025-12-04-132736-stages.mat
cam537_w4,1,5,86400,5,coordCAM537-w4CAM537_2025-12-04-132736-stages.mat
cam537_w4,2,86401,209520,5,coordCAM537-w4CAM537_2025-12-04-132736-stages.mat
cam537_w4,3,209521,302400,5,coordCAM537-w4CAM537_2025-12-04-132736-stages.mat
cam537_w4,4,302401,401760,5,coordCAM537-w4CAM537_2025-12-04-132736-stages.mat
cam537_w4,5,401761,513000,5,coordCAM537-w4CAM537_2025-12-04-132736-stages.mat
cam537_w4,6,513001,599934,5,coordCAM537-w4CAM537_2025-12-04-132736-stages.mat
cam537_w6,1,5,64800,5,coordCAM537-w6CAM537_2025-12-04-132736-stages.mat
cam537_w6,2,64801,185760,5,coordCAM537-w6CAM537_2025-12-04-132736-stages.mat
cam537_w6,3,185761,281880,5,coordCAM537-w6CAM537_2025-12-04-132736-stages.mat
cam537_w6,4,281881,381240,5,coordCAM537-w6CAM537_2025-12-04-132736-stages.mat
cam537_w6,5,381241,500040,5,coordCAM537-w6CAM537_2025-12-04-132736-stages.mat
cam537_w6,6,500041,599934,5,coordCAM537-w6CAM537_2025-12-04-132736-stages.mat
cam787_w1,1,5,86400,5,coordCAM787-w1CAM787_2025-12-04-125913-stages.mat
cam787_w1,2,86401,218160,5,coordCAM787-w1CAM787_2025-12-04-125913-stages.mat
cam787_w1,3,218161,314280,5,coordCAM787-w1CAM787_2025-12-04-125913-stages.mat
cam787_w1,4,314281,413640,5,coordCAM787-w1CAM787_2025-12-04-125913-stages.mat
cam787_w1,5,413641,527040,5,coordCAM787-w1CAM787_2025-12-04-125913-stages.mat
cam787_w1,6,527041,699840,5,coordCAM787-w1CAM787_2025-12-04-125913-stages.mat
cam787_w3,1,5,43200,5,coordCAM787-w3CAM787_2025-12-04-125913-stages.mat
cam787_w3,2,43201,176040,5,coordCAM787-w3CAM787_2025-12-04-125913-stages.mat
cam787_w3,3,176041,271080,5,coordCAM787-w3CAM787_2025-12-04-125913-stages.mat
cam787_w3,4,271081,367200,5,coordCAM787-w3CAM787_2025-12-04-125913-stages.mat
cam787_w3,5,367201,474120,5,coordCAM787-w3CAM787_2025-12-04-125913-stages.mat
cam787_w3,6,474121,646920,5,coordCAM787-w3CAM787_2025-12-04-125913-stages.mat
cam787_w4,1,5,75600,5,coordCAM787-w4CAM787_2025-12-04-125913-stages.mat
cam787_w4,2,75601,199800,5,coordCAM787-w4CAM787_2025-12-04-125913-stages.mat
cam787_w4,3,199801,298080,5,coordCAM787-w4CAM787_2025-12-04-125913-stages.mat
cam787_w4,4,298081,392040,5,coordCAM787-w4CAM787_2025-12-04-125913-stages.mat
cam787_w4,5,392041,503280,5,coordCAM787-w4CAM787_2025-12-04-125913-stages.mat
cam787_w4,6,503281,676080,5,coordCAM787-w4CAM787_2025-12-04-125913-stages.mat
cam787_w5,1,5,86400,5,coordCAM787-w5CAM787_2025-12-04-125913-stages.mat
cam787_w5,2,86401,210600,5,coordCAM787-w5CAM787_2025-12-04-125913-stages.mat
cam787_w5,3,210601,299160,5,coordCAM787-w5CAM787_2025-12-04-125913-stages.mat
cam787_w5,4,299161,390960,5,coordCAM787-w5CAM787_2025-12-04-125913-stages.mat
cam787_w5,5,390961,504360,5,coordCAM787-w5CAM787_2025-12-04-125913-stages.mat
cam787_w5,6,504361,677160,5,coordCAM787-w5CAM787_2025-12-04-125913-stages.mat
cam788_w4,1,5,86400,5,coordCAM788-w4CAM788_2025-12-04-125901-stages.mat
cam788_w4,2,86401,210600,5,coordCAM788-w4CAM788_2025-12-04-125901-stages.mat
cam788_w4,3,210601,304560,5,coordCAM788-w4CAM788_2025-12-04-125901-stages.mat
cam788_w4,4,304561,397440,5,coordCAM788-w4CAM788_2025-12-04-125901-stages.mat
cam788_w4,5,397441,507600,5,coordCAM788-w4CAM788_2025-12-04-125901-stages.mat
cam788_w4,6,507601,680400,5,coordCAM788-w4CAM788_2025-12-04-125901-stages.mat
cam788_w5,1,5,64800,5,coordCAM788-w5CAM788_2025-12-04-125901-stages.mat
cam788_w5,2,64801,219240,5,coordCAM788-w5CAM788_2025-12-04-125901-stages.mat
cam788_w5,3,219241,326160,5,coordCAM788-w5CAM788_2025-12-04-125901-stages.mat
cam788_w5,4,326161,432000,5,coordCAM788-w5CAM788_2025-12-04-125901-stages.mat
cam788_w5,5,432001,550800,5,coordCAM788-w5CAM788_2025-12-04-125901-stages.mat
cam788_w5,6,550801,716196,5,coordCAM788-w5CAM788_2025-12-04-125901-stages.mat
cam791_w4,1,5,75600,5,coordCAM791-w4CAM791_2025-12-04-132441-stages.mat
cam791_w4,2,75601,208440,5,coordCAM791-w4CAM791_2025-12-04-132441-stages.mat
cam791_w4,3,208441,305640,5,coordCAM791-w4CAM791_2025-12-04-132441-stages.mat
cam791_w4,4,305641,403920,5,coordCAM791-w4CAM791_2025-12-04-132441-stages.mat
cam791_w4,5,403921,524880,5,coordCAM791-w4CAM791_2025-12-04-132441-stages.mat
cam791_w4,6,524881,697680,5,coordCAM791-w4CAM791_2025-12-04-132441-stages.mat
cam791_w5,1,5,75600,5,coordCAM791-w5CAM791_2025-12-04-132441-stages.mat
cam791_w5,2,75601,206280,5,coordCAM791-w5CAM791_2025-12-04-132441-stages.mat
cam791_w5,3,206281,304560,5,coordCAM791-w5CAM791_2025-12-04-132441-stages.mat
cam791_w5,4,304561,399600,5,coordCAM791-w5CAM791_2025-12-04-132441-stages.mat
cam791_w5,5,399601,516240,5,coordCAM791-w5CAM791_2025-12-04-132441-stages.mat
cam791_w5,6,516241,689040,5,coordCAM791-w5CAM791_2025-12-04-132441-stages.mat
cam791_w6,1,5,10800,5,coordCAM791-w6CAM791_2025-12-04-132441-stages.mat
cam791_w6,2,10801,213840,5,coordCAM791-w6CAM791_2025-12-04-132441-stages.mat
cam791_w6,3,213841,311040,5,coordCAM791-w6CAM791_2025-12-04-132441-stages.mat
cam791_w6,4,311041,403920,5,coordCAM791-w6CAM791_2025-12-04-132441-stages.mat
cam791_w6,5,403921,522720,5,coordCAM791-w6CAM791_2025-12-04-132441-stages.mat
cam791_w6,6,522721,695520,5,coordCAM791-w6CAM791_2025-12-04-132441-stages.mat
cam795_w1,1,5,86400,5,coordCAM795-w1CAM795_2025-12-04-125848-stages.mat
cam795_w1,2,86401,210600,5,coordCAM795-w1CAM795_2025-12-04-125848-stages.mat
cam795_w1,3,210601,305640,5,coordCAM795-w1CAM795_2025-12-04-125848-stages.mat
cam795_w1,4,305641,397440,5,coordCAM795-w1CAM795_2025-12-04-125848-stages.mat
cam795_w1,5,397441,507600,5,coordCAM795-w1CAM795_2025-12-04-125848-stages.mat
cam795_w1,6,507601,680400,5,coordCAM795-w1CAM795_2025-12-04-125848-stages.mat
cam795_w2,1,5,86400,5,coordCAM795-w2CAM795_2025-12-04-125848-stages.mat
cam795_w2,2,86401,210600,5,coordCAM795-w2CAM795_2025-12-04-125848-stages.mat
cam795_w2,3,210601,302400,5,coordCAM795-w2CAM795_2025-12-04-125848-stages.mat
cam795_w2,4,302401,399600,5,coordCAM795-w2CAM795_2025-12-04-125848-stages.mat
cam795_w2,5,399601,508680,5,coordCAM795-w2CAM795_2025-12-04-125848-stages.mat
cam795_w2,6,508681,681480,5,coordCAM795-w2CAM795_2025-12-04-125848-stages.mat
cam795_w3,1,5,86400,5,coordCAM795-w3CAM795_2025-12-04-125848-stages.mat
cam795_w3,2,86401,209520,5,coordCAM795-w3CAM795_2025-12-04-125848-stages.mat
cam795_w3,3,209521,302400,5,coordCAM795-w3CAM795_2025-12-04-125848-stages.mat
cam795_w3,4,302401,397440,5,coordCAM795-w3CAM795_2025-12-04-125848-stages.mat
cam795_w3,5,397441,516240,5,coordCAM795-w3CAM795_2025-12-04-125848-stages.mat
cam795_w3,6,516241,689040,5,coordCAM795-w3CAM795_2025-12-04-125848-stages.mat
cam796_w1,1,5,86400,5,coordCAM796-w1CAM796_2025-12-04-132428-stages.mat
cam796_w1,2,86401,227880,5,coordCAM796-w1CAM796_2025-12-04-132428-stages.mat
cam796_w1,3,227881,326160,5,coordCAM796-w1CAM796_2025-12-04-132428-stages.mat
cam796_w1,4,326161,429840,5,coordCAM796-w1CAM796_2025-12-04-132428-stages.mat
cam796_w1,5,429841,552960,5,coordCAM796-w1CAM796_2025-12-04-132428-stages.mat
cam796_w1,6,552961,717112,5,coordCAM796-w1CAM796_2025-12-04-132428-stages.mat
cam796_w2,1,5,64800,5,coordCAM796-w2CAM796_2025-12-04-132428-stages.mat
cam796_w2,2,64801,185760,5,coordCAM796-w2CAM796_2025-12-04-132428-stages.mat
cam796_w2,3,185761,277560,5,coordCAM796-w2CAM796_2025-12-04-132428-stages.mat
