worm_id,cam_id,well_id,recording_id,timestamp,experiment_id,stage_2_frames,stage_3_frames,stage_4_frames,stage_6_frames,total_frames,roam_mean,roam_std,roam_median,roam_p10,roam_p90,roam_early_mean,roam_mid_mean,roam_late_mean,roam_slope,speed_1s_rows,speed_1s_col1_mean,speed_1s_col1_std,speed_1s_col1_median,speed_1s_col1_p10,speed_1s_col1_p90,speed_1s_col2_mean,speed_1s_col2_std,speed_1s_col2_median,speed_1s_col2_p10,speed_1s_col2_p90,speed_1s_col3_mean,speed_1s_col3_std,speed_1s_col3_median,speed_1s_col3_p10,speed_1s_col3_p90,speed_10s_avg_rows,speed_10s_avg_col1_mean,speed_10s_avg_col1_std,speed_10s_avg_col1_median,speed_10s_avg_col1_p10,speed_10s_avg_col1_p90,speed_10s_avg_col2_mean,speed_10s_avg_col2_std,speed_10s_avg_col2_median,speed_10s_avg_col2_p10,speed_10s_avg_col2_p90,speed_10s_avg_col3_mean,speed_10s_avg_col3_std,speed_10s_avg_col3_median,speed_10s_avg_col3_p10,speed_10s_avg_col3_p90,speed_av2_rows,speed_av2_col1_mean,speed_av2_col1_std,speed_av2_col1_median,speed_av2_col1_p10,speed_av2_col1_p90,speed_av2_col2_mean,speed_av2_col2_std,speed_av2_col2_median,speed_av2_col2_p10,speed_av2_col2_p90,speed_av2_col3_mean,speed_av2_col3_std,speed_av2_col3_median,speed_av2_col3_p10,speed_av2_col3_p90,speed_av2_col4_mean,speed_av2_col4_std,speed_av2_col4_median,speed_av2_col4_p10,speed_av2_col4_p90,speed_av2_col5_mean,speed_av2_col5_std,speed_av2_col5_median,speed_av2_col5_p10,speed_av2_col5_p90,speed_av2_col6_mean,speed_av2_col6_std,speed_av2_col6_median,speed_av2_col6_p10,speed_av2_col6_p90,days_alive
cam241_w1,241,1,CAM241_2025-05-08-115304,2025-05-08-115304,SI206_2025-05-08,154440,89640,82080,172800,667426,0.036483023151523755,0.08568168549615783,0.0,0.0,0.11329512314209189,0.06013546395049882,0.014458594139671994,0.03485501136440043,-3.3576031328159574e-05,602610,1.5049783167598825,1.540323411400224,1.0260112267833899,0.3533972136473658,3.2355639499407416,87.78371704695029,61.920298686241686,83.90086211745876,8.798862568421056,170.7551063926779,3.0842335839099917,1.5766295631538745,3.0,1.0,5.0,602610,1.5049107324360025,1.0474909206763705,1.1330619246749132,0.7173534624604774,2.7845869057560746,87.77784710227482,32.390532645397776,88.90939997997313,44.694618771544725,129.8561589987073,3.08408423358391,1.5767164725916463,3.0,1.0,5.0,601879,1.5067384914131563,1.0468122570171934,1.1340493035684829,0.7184206368576291,2.7859108145789464,87.88445591605925,32.26533073293903,88.97278546434846,44.86907396556681,129.87144488582064,2.6915692356769383,1.1680851702831816,2.0,2.0,4.0,25.276327966252353,8.918390821718127,26.0,13.0,37.0,3.085500574035645,1.5770888733453055,3.0,1.0,5.0,0.035935794403858586,0.18613009720198984,0.0,0.0,0.0,13.0
cam241_w2,241,2,CAM241_2025-05-08-115304,2025-05-08-115304,SI206_2025-05-08,151200,90720,82080,172800,609106,0.056323083505318484,0.12430486284170585,0.0007390983000739098,0.0,0.18647553049346652,0.07825225529342116,0.04037818139346913,0.050338813829065146,-5.7616246203223904e-05,598290,1.52764903151352,1.630716641513413,1.0329685034790899,0.34798136530857143,3.3379199438534446,86.92631945622983,62.00041415274257,82.29675272166715,8.351819408066845,170.7065586830969,3.090257233114376,1.5745611104965624,3.0,1.0,5.0,598290,1.5275891811708178,1.1050600968946616,1.1538464854088075,0.7168952853062656,2.7999485349784208,86.91999797202958,33.73264085277855,88.59797114361615,41.5836382193668,130.32541145861705,3.090106804392519,1.5746493378388178,3.0,1.0,5.0,594978,1.5360926474637515,1.1022220255008393,1.1586493649301581,0.7218348418378249,2.80617701323915,87.40384617025437,33.1954069279301,88.87050394162992,42.61914218992901,130.40573366212365,2.7224821758115425,1.2310174983316677,2.0,2.0,4.0,25.143255717018107,9.175585430209779,26.0,13.0,37.0,3.094028686774973,1.57753947066473,3.0,1.0,5.0,0.05307255058170218,0.22417817680687574,0.0,0.0,0.0,9.0
cam241_w3,241,3,CAM241_2025-05-08-115304,2025-05-08-115304,SI206_2025-05-08,141480,88560,79920,172800,597226,0.03921252552362402,0.08755742361967754,0.0004393673110720562,0.0,0.115026599539349,0.059618788798009116,0.008175047389983897,0.049843740382879045,-1.0601496158222411e-05,586410,1.653030216946345,8.739066670664055,1.0345331558693527,0.352824807353264,3.1144637394817574,87.097650386717,61.16987761190831,83.21253628035299,8.624112308453794,169.97792837985824,3.1326034685629507,1.5664914042087854,3.0,1.0,5.0,586410,1.6529860357322492,2.392035620002713,1.1578628984769703,0.743676799408745,2.700620743651504,87.09125191714175,31.961563784261045,88.924122509,44.48732367821124,127.76048171537767,3.132449992326188,1.566586031022768,3.0,1.0,5.0,581927,1.6604392759837465,2.34150719043819,1.1635956667471508,0.7499916705821171,2.708714005078189,87.75291844366797,31.164653528000674,89.26025244965724,45.681278613269946,127.85698063081537,2.8484586554670948,2.605519436373719,2.0,2.0,4.0,25.239373667143816,8.61422988489752,26.0,14.0,36.0,3.1308256877580867,1.5667443326009016,3.0,1.0,5.0,0.04018373438592813,0.19638992305291356,0.0,0.0,0.0,7.0
cam241_w4,241,4,CAM241_2025-05-08-115304,2025-05-08-115304,SI206_2025-05-08,193320,85320,79920,172800,651226,0.0346745199605635,0.06720224857501426,0.004342162396873643,0.0,0.11402518454190189,0.037702985763823034,0.0191242743330643,0.04719629978480315,2.4351558753345358e-05,640410,1.6607149478980658,10.15943761969557,1.015069854128166,0.2751882497435418,3.220649780386323,83.72012506238266,62.84202024041772,76.80689711479211,5.050890373021552,169.96937347464777,2.9730172858012835,1.6091981873689118,3.0,1.0,5.0,640410,1.6606670612974037,2.726109586929079,1.1688090713679178,0.6984646411655144,2.791704595125431,83.71480814810192,36.017399338675105,85.80656992044456,36.949316071689715,129.06169035599513,2.9728767508314986,1.6092686001414143,3.0,1.0,5.0,611979,1.678189610058266,2.207897081291534,1.207348792815734,0.742292007706228,2.830823401192172,87.47655538421564,32.01545125757848,87.91531381127669,45.217805308106534,129.6555288313448,2.8728665526104655,2.4563404491717455,2.0,2.0,4.0,25.163038274189148,8.848996942237237,25.0,13.0,37.0,3.064580647375155,1.5876342904910279,3.0,1.0,5.0,0.03968273421146804,0.1952127424554299,0.0,0.0,0.0,1.0
cam241_w6,241,6,CAM241_2025-05-08-115304,2025-05-08-115304,SI206_2025-05-08,142560,95040,75600,172800,604786,0.08707832417939182,0.14625534067426488,0.014763352149370386,0.0,0.3095583783445229,0.15391309860396368,0.038312740909245385,0.06900913302496639,-0.0003255733101825558,593970,2.340484673459026,13.543755164516334,1.1696570295591902,0.3864829948393374,3.9408711258620865,81.36233651471272,62.3230511785469,68.72584591050287,7.301463684568707,169.98891788926252,3.123642608212536,1.565308455187538,3.0,1.0,5.0,593970,2.3404073196358,5.299744216455782,1.4019529226111063,0.7687706425071198,3.540785959341703,81.3575497494861,33.704479497952505,80.90387789252611,36.54100666615,126.80236995960391,3.1234910854083537,1.565401080962586,3.0,1.0,5.0,591217,2.105527684178333,3.1461646499878397,1.3993819070751505,0.7696820705816313,3.4983997541633687,81.33213523810208,33.56806786984962,80.81196857665242,36.71876338300514,126.67125500914598,3.343459338956762,3.5031442154224597,3.0,2.0,5.0,23.46542640012043,9.278374361873228,23.0,11.0,36.0,3.1333824974586317,1.562268782021713,3.0,1.0,5.0,0.09234849471513844,0.2895172710547447,0.0,0.0,0.0,8.0
cam245_w1,245,1,CAM245_2025-05-08-141101,2025-05-08-141101,SI206_2025-05-08,99360,100440,95040,78709,735345,0.018683167388675884,0.0496996995043595,0.0,0.0,0.05703887680059735,0.012502169458566748,0.011191055122580191,0.032356277584880716,8.716958237057333e-05,476119,0.778383192404082,1.0645057460494156,0.4536958336082398,0.12607134530473862,1.7987680837053068,79.45378481471373,64.49319446257427,64.35341801960742,5.012544280930123,170.25710049008543,2.9177894601979757,1.3840403058795814,3.0,1.0,5.0,476119,0.7782205958594552,0.6593911101098016,0.6071044280854722,0.2848413063404633,1.4047117177161568,79.44879034382677,30.663579845329707,79.1351923346878,39.23770074532959,120.23739365302457,2.917600431824817,1.3841428754311922,3.0,1.0,5.0,475383,0.7794254566949339,0.6591894265295896,0.6078749894656037,0.28609413890491814,1.4054652974410862,79.57179497313206,30.527416474217013,79.2054656250957,39.45575346457584,120.25202465921787,1.8387047917153116,0.8340200131145955,2.0,1.0,3.0,22.979593296352625,8.440841206153936,23.0,12.0,34.0,2.9204157489855547,1.3832024737675468,3.0,1.0,5.0,0.01790135532823008,0.13259297419411983,0.0,0.0,0.0,7.0
cam245_w4,245,4,CAM245_2025-05-08-141101,2025-05-08-141101,SI206_2025-05-08,114480,82080,84240,172800,623156,0.08464759359391906,0.15991865159798885,0.01157613535173642,0.0,0.30012993900606033,0.1348453019357571,0.039098405543917414,0.07999907330208272,-0.00010948896895626644,547530,1.3918519406525294,1.8959781027940592,0.7212711484701867,0.15861211736246242,3.39218080987867,63.36494274603363,63.75708444565426,30.81939975594547,2.924714406392147,167.1379987225293,3.2347268642814093,1.537870170496118,3.0,1.0,5.0,547530,1.3917954215708077,1.3480060667965215,1.001889485057807,0.33993093347330605,2.805052078969962,63.36010172017018,30.44802100849044,60.579854759646224,25.114333100547405,107.52058240335973,3.2345624897265903,1.5379843166046174,3.0,1.0,5.0,545301,1.3974845950633947,1.3478121445711633,1.006628941787162,0.34492724171629996,2.8100708675843706,63.619095682650084,30.238958463329254,60.73320651264952,25.723242788944386,107.60674374011967,2.5462542705771676,1.5401611976931546,2.0,1.0,4.0,18.572661704269752,8.360441060117083,18.0,8.0,31.0,3.2397831656277907,1.5387250303512645,3.0,1.0,5.0,0.0865723701221894,0.28120738762275793,0.0,0.0,0.0,2.0
cam245_w6,245,6,CAM245_2025-05-08-141101,2025-05-08-141101,SI206_2025-05-08,123120,84240,81000,172800,627476,0.07893050745320614,0.13895393690767016,0.020535714285714286,0.0,0.22020389249304914,0.11787044049795423,0.047489633630156694,0.07143144823150754,-6.00797865761602e-05,562650,1.2345119169708048,1.582350845620116,0.6637497433465694,0.1577902590859881,2.9672376279580535,64.97718605869522,63.304893205914176,34.3511358794584,3.3224280750586956,166.5660860894452,3.207304718741669,1.5462306013126714,3.0,1.0,5.0,562650,1.2344709169578347,1.0918870572960897,0.9025382807296575,0.346118305945431,2.4790742504973613,64.97281039788699,30.788031987124697,62.762627560791536,25.124699845856725,109.19765977026799,3.207144761396961,1.5463382431565917,3.0,1.0,5.0,562406,1.2350064925095492,1.0918210249098688,0.9029501829343645,0.3466188926049153,2.479559277403418,65.00099886980422,30.764945680961453,62.781886580527384,25.176470465872214,109.20820222919352,2.368954100774174,1.2639644588249082,2.0,1.0,4.0,18.95526007901765,8.50478238258457,18.0,8.0,31.0,3.207775165983293,1.5463168591561083,3.0,1.0,5.0,0.07539748864699168,0.2640316408173809,0.0,0.0,0.0,5.0
cam302_w1,302,1,CAM302_2025-05-08-122159,2025-05-08-122159,SI206_2025-05-08,143640,89640,86400,172800,707396,0.09750584283426965,0.1471020631333773,0.02736842105263158,0.0,0.3126735379482141,0.1097674304726678,0.06200748770493607,0.12074261032520509,0.0001850225431668969,599370,1.3480669467769613,1.8679571283750163,0.668370613158582,0.13697067858437498,3.3398388967592116,61.188574597192485,63.514095362655645,27.379797112572057,2.789251447916893,166.5469747533041,3.126132439061014,1.5568404711284585,3.0,1.0,5.0,599370,1.347998044147609,1.3585924802850633,0.8903351430901218,0.2808673857153327,2.9842538066894813,61.18451348312502,31.514503952659528,57.2861171893974,21.94155369826401,108.5075141226799,3.125982281395465,1.5569330018588703,3.0,1.0,5.0,599335,1.3480767646153693,1.3585930942864624,0.8903953987323842,0.28092518743851685,2.9843428336062487,61.188086539882775,31.51195534590705,57.28769401242874,21.947148732791337,108.50864362338118,2.4724052491511426,1.5651317213049165,2.0,1.0,4.0,17.901771129668717,8.71002267114113,17.0,7.0,31.0,3.1261231197911017,1.5568119612373201,3.0,1.0,5.0,0.10355644172290956,0.3046842711736187,0.0,0.0,1.0,14.0
cam302_w2,302,2,CAM302_2025-05-08-122159,2025-05-08-122159,SI206_2025-05-08,130680,88560,86400,172800,638276,0.08206561388665817,0.13857415961893632,0.019844082211197732,0.0,0.22554579904061864,0.08929360758138903,0.06228855313827812,0.09461468094030742,3.9759708370913925e-05,584250,1.2168875730798399,1.7124150489071883,0.5938323426024192,0.13463050967320078,2.9787795636208614,65.36842682920718,63.91926984632482,33.95439395492953,3.286822476301377,167.56451869442353,3.1737612323491655,1.5427829744576103,3.0,1.0,5.0,584250,1.2167508269447567,1.265908269814345,0.8238020863191798,0.28342307910551134,2.5336136967882634,65.36514570476886,31.148881311144862,63.11402181310716,24.77674235676608,110.57965707521919,3.173607188703466,1.5428835197719077,3.0,1.0,5.0,584220,1.2168133077307761,1.2659107435194685,0.8238550972165053,0.28346501971241334,2.5336584429595543,65.36850223890177,31.146158965619726,63.11605698684535,24.784182831081743,110.58079525307829,2.3252285098079493,1.4651672958669935,2.0,1.0,4.0,19.057040156105575,8.609663196417898,18.0,8.0,32.0,3.173770155078566,1.5427555143766207,3.0,1.0,5.0,0.08640580603197426,0.28096235106494094,0.0,0.0,0.0,8.0
cam302_w3,302,3,CAM302_2025-05-08-122159,2025-05-08-122159,SI206_2025-05-08,122040,81000,81000,172800,642596,0.12141479919629845,0.17631025554769303,0.04003021148036254,0.0,0.37012592270950956,0.12281176935958425,0.11187578853643718,0.12955683969287402,0.00011423619930241677,556170,1.5398581390270862,2.1769679620595754,0.7676286979290545,0.15796462221231083,3.806573134846583,60.10869071720384,63.438014444684384,25.789931710168293,2.6744279003739355,166.63468639778168,3.2155456065591457,1.5486201182958808,3.0,1.0,5.0,556170,1.5397771063282288,1.581478358622261,0.9932634660332896,0.341647448745789,3.416906360579167,60.10537410499162,31.332160986705105,56.930465365502855,20.220391285295683,105.96508211687426,3.2153837855332004,1.5487297071913462,3.0,1.0,5.0,556070,1.540054009794758,1.5814857347719202,0.9934785499413726,0.34186974633552497,3.4172692288260382,60.116183063235184,31.32460793180653,56.93722701124443,20.248802708581294,105.9681281530908,2.7054327692556694,1.793976032610852,2.0,1.0,5.0,17.605125254014784,8.65946452211377,17.0,7.0,30.0,3.2155591921880338,1.5486010804241734,3.0,1.0,5.0,0.12639056233927384,0.3322890128951542,0.0,0.0,1.0,7.0
cam302_w4,302,4,CAM302_2025-05-08-122159,2025-05-08-122159,SI206_2025-05-08,117720,88560,85320,172800,619916,0.11201311596263988,0.1738808534273986,0.03547671840354767,0.0,0.3414822342604016,0.19955680348454954,0.02899787272242873,0.1074846716809414,-0.0001951130814618296,565890,1.4588182351900134,2.13999373366777,0.7197748647452717,0.13882387241197733,3.5313584725344183,58.95015335492437,62.94985202322577,24.832895150318805,2.568002584036828,166.06945186344834,3.217568785453003,1.5303585983913373,3.0,1.0,5.0,565890,1.4588054246511262,1.6041605257797724,0.9741568782547836,0.3199466759191523,3.0532740747753064,58.94484773389529,30.146157757935896,56.46770742623734,20.40603555385083,102.1961274830283,3.2174097439431693,1.5304678005418526,3.0,1.0,5.0,561258,1.4708447839600074,1.6052602215176863,0.9826004144694147,0.3315781261173104,3.0691954902060816,59.4313130220576,29.78891919182123,56.78575990201216,21.58259208634763,102.3626320433987,2.6246539024833497,1.8210248515509357,2.0,1.0,4.0,17.415976253345164,8.234307242080584,17.0,7.0,29.0,3.2243460226847547,1.532021660679866,3.0,1.0,5.0,0.11894886130799026,0.32372832699892473,0.0,0.0,1.0,13.0
cam302_w5,302,5,CAM302_2025-05-08-122159,2025-05-08-122159,SI206_2025-05-08,127440,85320,85320,172800,650156,0.0711271797620464,0.138632261373276,0.014951627088830254,0.0,0.21179624664879365,0.1328346927626572,0.02630049950113084,0.05424634702235113,-0.000208485040843924,574530,1.2010203761043377,1.5378249545776816,0.6408579805672672,0.13992689224311974,2.931844680687514,62.66902607465905,63.79917125288862,29.65668601889,2.892392449533853,167.35470382635344,3.1898595373609733,1.543744854626862,3.0,1.0,5.0,574530,1.2009312424142708,1.071473867073533,0.8893765854903214,0.3115819378509157,2.418856676788767,62.66527489175067,28.916346547155847,59.80444829665282,26.936923931273224,104.70793438021863,3.1897028875776723,1.543848670540832,3.0,1.0,5.0,573169,1.2037828750408182,1.0711440525484066,0.8916428070284051,0.31437394245106065,2.421754809698329,62.81407470319838,28.788779764629748,59.88914611153928,27.2618220256254,104.75946082646485,2.325183322894295,1.2450136120769622,2.0,1.0,4.0,18.350073015114216,7.959793263960114,18.0,9.0,30.0,3.1926325394429913,1.544441778277887,3.0,1.0,5.0,0.0710034911169306,0.2568306745039201,0.0,0.0,0.0,7.0
cam304_w2,304,2,CAM304_2025-05-08-114024,2025-05-08-114024,SI206_2025-05-08,123120,87480,87480,172800,650156,0.09866401666476592,0.1685423093279405,0.024750325662179766,0.0,0.30682278093530047,0.1367280713032153,0.08972109465321071,0.0695428840378717,-0.00014416162716130858,574530,1.369364067347307,1.8092883192048688,0.7204358727220359,0.1812176912998694,3.3093724202036325,63.93431612917017,61.35257155924929,35.66107271823365,3.7032908286710735,163.73171393809892,3.201138321758655,1.5337604219823104,3.0,1.0,5.0,574530,1.369325215400366,1.3102827235492194,0.9570301277421069,0.3718486686461597,2.829050342423205,63.93011226268805,29.085338249371457,62.8598117061872,25.067276490264586,104.28266486672698,3.2009816719753537,1.533866065542035,3.0,1.0,5.0,574377,1.369689970183298,1.3102665908556026,0.957272682109257,0.372104163065587,2.829399148278918,63.947141682696504,29.070487794271415,62.871532368644274,25.10655015534506,104.28588609252594,2.519801454445425,1.497259915641684,2.0,1.0,4.0,18.664399862807876,8.035892630517672,18.0,8.0,30.0,3.2011919000934927,1.5338930725405426,3.0,1.0,5.0,0.09463993161286054,0.29271695365518824,0.0,0.0,0.0,9.0
cam304_w4,304,4,CAM304_2025-05-08-114024,2025-05-08-114024,SI206_2025-05-08,122040,79920,79920,172800,632876,0.1241786678630632,0.18535985056521667,0.030985915492957747,0.0,0.4054133138258964,0.13211255132269634,0.0901296406578952,0.15029381160859806,7.389634902065179e-05,557250,1.6148548892071615,2.2684910037580632,0.8067587056163075,0.18671438624397996,3.9088939932855693,60.42642843252561,61.11670036323241,29.90334749350039,3.184728096478561,162.88620933451026,3.2228802153432032,1.5473030574085682,3.0,1.0,5.0,557250,1.6147600505469288,1.7506191090445198,1.053536712762213,0.36500515641013703,3.415364329351018,60.4241170788755,30.571152160910607,58.18816258073747,19.491306899980778,103.95835734463326,3.2227187079407806,1.5474132925610287,3.0,1.0,5.0,557181,1.614960018678447,1.750635269176703,1.053716410339338,0.3651269269238796,3.4155289558246924,60.43159986109248,30.565648791739516,58.19256929647768,19.51804762493725,103.96125799484518,2.7895728677036726,1.97833048241198,2.0,1.0,5.0,17.693069218081735,8.449399488901433,17.0,6.0,30.0,3.222783978635309,1.5472598618321571,3.0,1.0,5.0,0.12709335027576318,0.3330775143888361,0.0,0.0,1.0,8.0
cam304_w6,304,6,CAM304_2025-05-08-114024,2025-05-08-114024,SI206_2025-05-08,123120,84240,85320,172800,643676,0.0805398190349473,0.14540165932762086,0.01759014951627089,0.0,0.24065753093507794,0.09783702524678442,0.08501328538586274,0.05876914647219475,-8.670000709023439e-05,568050,1.255491170253472,1.6103087115117747,0.6894163731547052,0.17540012603942903,2.9890120109801064,64.7183061972439,60.67038910986062,38.12543536934909,4.0537773530078,163.1243295002238,3.2072352785846316,1.5393579360861072,3.0,1.0,5.0,568050,1.2554495768448324,1.1159012819403147,0.9107697390317702,0.3677450363491948,2.5451982935881774,64.7139711375536,28.561702709378615,63.743332776331584,26.814181202911552,104.32297978394001,3.207076841827304,1.5394650236112468,3.0,1.0,5.0,567627,1.2563851475118466,1.115790389424247,0.9114281847453617,0.3686241906958216,2.5460000387793036,64.76219648587424,28.51763666377242,63.77071757853136,26.915668517805475,104.33675076918709,2.4007807944301454,1.2805839164178268,2.0,1.0,4.0,18.88866632489293,7.88366211520557,19.0,8.0,30.0,3.2065388010084086,1.5392406814620743,3.0,1.0,5.0,0.07673525043734707,0.2661709070835216,0.0,0.0,0.0,9.0
cam306_w1,306,1,CAM306_2025-05-08-114043,2025-05-08-114043,SI206_2025-05-08,114480,81000,79920,172800,618826,0.09399393961356418,0.17385676864284252,0.007511737089201878,0.0,0.3438199212458645,0.07380616730456456,0.09640337555096021,0.11177227598516773,0.00022214347307996794,554010,1.4662087304410987,2.123922527510872,0.7838786442004511,0.20259351452420776,3.468109815188519,67.1820719408037,61.84913085336967,42.26612987069069,3.3617707344435703,164.31716334430334,3.2553744517246983,1.5317023877959066,4.0,1.0,5.0,554010,1.4661932250837837,1.4846724163827911,0.9819466416744311,0.4623408602084851,2.9888503188942956,67.17909741691031,32.255846320909406,67.50313694167036,21.75151680753594,110.22257625865487,3.2552119997833975,1.5318178428832288,4.0,1.0,5.0,548710,1.480355212459528,1.4847822482087447,0.9917576909152036,0.4729351343100103,3.0023006262758196,67.82798155663737,31.725017665781998,67.97828337671231,23.545407131810805,110.33478099811347,2.6920796048914726,1.6480671210496216,2.0,2.0,4.0,19.73516064952343,8.76964009246695,20.0,8.0,31.0,3.239191922873649,1.5298526113945172,3.0,1.0,5.0,0.09314027446191978,0.2906289107007044,0.0,0.0,0.0,7.0
cam306_w2,306,2,CAM306_2025-05-08-114043,2025-05-08-114043,SI206_2025-05-08,122040,81000,85320,172800,650156,0.10545549168594372,0.1785040778435728,0.023408924652523776,0.0,0.3492318946598393,0.12063254651594134,0.09335970191129402,0.10237422663059582,6.649941767281031e-05,563730,1.6114503384007557,2.046271447565477,0.8916226711952204,0.19999740619534856,3.9071600553925023,67.11878486382358,63.24705776478712,39.92952508139006,2.636104410455892,166.22149933762574,3.21840242669363,1.5394632589954484,3.0,1.0,5.0,563730,1.6113805748536556,1.4456852718415096,1.1196372448860967,0.5047197818110944,3.3592509956524577,67.11482739833066,32.7239698765107,68.30560089155404,20.090451982793205,109.93714261800855,3.218242775796924,1.5395723176982803,3.0,1.0,5.0,552286,1.6447702303919554,1.4416639399251923,1.1438302154872573,0.5354181694520634,3.389269559950253,68.5055236766113,31.587612114720155,69.31140974444119,24.173437848668325,110.18587619058047,2.865406691460584,1.5996123487248197,2.0,2.0,5.0,19.922509352038617,8.732566786947404,20.0,8.0,31.0,3.23646444052538,1.5439508700615618,3.0,1.0,5.0,0.10452374313308685,0.3059387687994697,0.0,0.0,1.0,7.0
cam306_w4,306,4,CAM306_2025-05-08-114043,2025-05-08-114043,SI206_2025-05-08,124200,85320,78840,172800,631796,0.09149378475242874,0.15989803865055807,0.020246478873239437,0.0,0.2836893793662044,0.12760607660473117,0.05358738428449264,0.09328789336806242,-6.024565095061368e-05,566970,1.4935929697512886,1.8280770390047556,0.8500363717187844,0.23365674490405935,3.5314417864662344,69.17374836203189,62.065162435474626,45.18678115494554,4.192326349429656,165.59362908322302,3.207630033335097,1.545734000450203,3.0,1.0,5.0,566970,1.4935204827213844,1.2883236831367029,1.0751216703331947,0.5089574228267537,3.0027928687698515,69.1706948585427,30.04520431310825,69.38152079740712,28.32660997719449,109.51291141340353,3.2074712947775015,1.5458408899354847,3.0,1.0,5.0,566740,1.494126597890643,1.2882336306468283,1.0754944286267767,0.5094403747789005,3.0035857346793784,69.19876639014004,30.01896292769667,69.397440806079,28.391725932122405,109.51741141886393,2.695581748244345,1.4333555484995504,2.0,2.0,4.0,20.114174048064367,8.298378492948133,20.0,9.0,31.0,3.20813071249603,1.5456526532719108,3.0,1.0,5.0,0.09087588664996295,0.28743253099735605,0.0,0.0,0.0,8.0
cam306_w5,306,5,CAM306_2025-05-08-114043,2025-05-08-114043,SI206_2025-05-08,164160,86400,86400,172800,625316,0.09446101286648191,0.15744171210288013,0.016814159292035398,0.0,0.3218799604432387,0.1250973423387487,0.04956094539222329,0.10872475086847379,6.0419649880015334e-05,614490,1.685071361536719,12.952877853162104,0.7359446171938525,0.1896843509930391,3.142875534999002,71.32525979322274,62.49260506702562,50.769741990565166,3.4573376592148812,165.58068201839356,3.057999316506371,1.5814722183413974,3.0,1.0,5.0,614490,1.6849488440385914,5.115056165736619,0.9221107781493877,0.4456650985456074,2.8116602017306587,71.32393885437452,33.935728308255385,72.91473030707843,23.177661790713067,114.90599026599443,3.0578528535859006,1.581554757287994,3.0,1.0,5.0,604400,1.4377515887796186,2.115069097231826,0.9308977435280748,0.45755247588826553,2.7871532226676443,72.1583588395172,33.143445644333156,73.46991118434168,25.287309069336388,114.97736135511947,2.6465337524818002,2.3476195183062307,2.0,2.0,4.0,20.932442091330245,9.161445510631172,21.0,8.0,33.0,3.0635340833884843,1.5802419471435538,3.0,1.0,5.0,0.09323957643944408,0.2907678761913653,0.0,0.0,0.0,8.0
cam306_w6,306,6,CAM306_2025-05-08-114043,2025-05-08-114043,SI206_2025-05-08,102600,83160,82080,172800,642596,0.06797419919152778,0.13503119203038416,0.005819592628516004,0.0,0.22198765320031139,0.06905821093628826,0.05823597437088431,0.07662841226741074,0.00011586909999385876,545370,1.533263534617943,1.9382588266818368,0.8629016464921909,0.20186621463901752,3.6796576678791846,71.49416321305601,64.03786753719179,48.02519863869637,3.023907054211333,167.97885173236565,3.297046042136531,1.5086882140472784,4.0,1.0,5.0,545370,1.5331567082472808,1.3343889189040958,1.0874084583116774,0.5181229279304383,3.1531256842011945,71.49186647070403,32.19934909024874,72.74456663662215,26.831470673148573,113.36911808412495,3.2968810165575664,1.5088118447949361,4.0,1.0,5.0,538005,1.554144801585151,1.3312965954360416,1.1015239075544598,0.5381817766987492,3.1740728736056782,72.47055179250722,31.30599665235235,73.40045049510505,29.24657025469879,113.52598781660117,2.7610059386065187,1.4795088598149073,2.0,2.0,5.0,21.019167108112377,8.654330615619022,21.0,9.0,32.0,3.311521268389699,1.5089889585128085,4.0,1.0,5.0,0.07209412551927956,0.25864369813488586,0.0,0.0,0.0,14.0
cam307_w1,307,1,CAM307_2025-05-08-122128,2025-05-08-122128,SI206_2025-05-08,106920,92880,89640,172800,575636,0.09995508743403841,0.16243580457179677,0.022579244463742945,0.0,0.29554187142171545,0.08211770525131147,0.10029551380451805,0.11745204324628573,0.00013466680891647794,564810,1.42584645403031,1.760018758110676,0.7879969818345216,0.18116691775626767,3.4303465296303437,65.02131783869697,64.18288371214545,32.99417393830211,3.025003700537101,167.62586464243415,3.2504913156636746,1.5047362939576248,3.0,1.0,5.0,564810,1.4257990029338872,1.2425129339368148,1.0245545150150996,0.4195375305043184,2.9048745232654745,65.01739293934843,32.30139516731445,62.86007195684417,22.364868827701727,110.86882108991446,3.2503319700430233,1.5048510538870763,3.0,1.0,5.0,564693,1.4260944174039494,1.2424721217747279,1.0247722729889814,0.4197873522856845,2.9050781161929438,65.03086403775748,32.291179489733295,62.871283922144656,22.39415557813569,110.8724540679881,2.599336276525475,1.4064568640255082,2.0,1.0,4.0,18.96373781860232,8.924829221770507,18.0,7.0,32.0,3.250851347546366,1.5045611246121537,3.0,1.0,5.0,0.10113991142089596,0.30151389642712867,0.0,0.0,1.0,3.0
