feature,importance
stage_1_frames,0.4850622291021801
stage_2_3_frames,0.17119289611869734
stage_2_frames,0.13286503179809617
early_roam_slope,0.059924697606806014
early_roam_mean,0.036474681174929795
stage_3_frames,0.033392069059149085
early_roam_p90,0.03287085326591033
early_roam_std,0.03214599846440384
early_roam_median,0.016071543409827402
early_roam_p10,0.0
